"date_export","all_areas_nuseds_file_name","conservation_unit_system_sites_file_name","remove_timeSeries_zeros_too","replace_zeros_byNAs"
"2024-04-19","all_areas_nuseds_20240122","conservation_unit_system_sites_20240122",TRUE,TRUE
"2024-11-21","all_areas_nuseds_20240122","conservation_unit_system_sites_2024-09-03",TRUE,FALSE
"2024-11-22","all_areas_nuseds_20240122","conservation_unit_system_sites_2024-09-03",TRUE,FALSE
"2025-02-21","all_areas_nuseds_2025-02-21.csv","conservation_unit_system_sites_2025-02-20.csv",TRUE,TRUE
"2025-02-26","all_areas_nuseds_2025-02-21.csv","conservation_unit_system_sites_2025-02-20.csv",TRUE,TRUE
"2025-03-18","all_areas_nuseds_2025-02-21.csv","conservation_unit_system_sites_2025-02-20.csv",TRUE,TRUE
"2025-03-24","all_areas_nuseds_2025-02-21.csv","conservation_unit_system_sites_2025-02-20.csv",TRUE,TRUE
