"region","species_name","species_qualified","cuid","cu_name_pse","year","observed_count"
"Yukon","Chinook","CK",1201,"Big Salmon",1968,827
"Yukon","Chinook","CK",1201,"Big Salmon",1969,286
"Yukon","Chinook","CK",1201,"Big Salmon",1970,670
"Yukon","Chinook","CK",1201,"Big Salmon",1971,275
"Yukon","Chinook","CK",1201,"Big Salmon",1972,415
"Yukon","Chinook","CK",1201,"Big Salmon",1973,75
"Yukon","Chinook","CK",1201,"Big Salmon",1974,70
"Yukon","Chinook","CK",1201,"Big Salmon",1975,153
"Yukon","Chinook","CK",1201,"Big Salmon",1976,86
"Yukon","Chinook","CK",1201,"Big Salmon",1977,316
"Yukon","Chinook","CK",1201,"Big Salmon",1978,524
"Yukon","Chinook","CK",1201,"Big Salmon",1979,632
"Yukon","Chinook","CK",1201,"Big Salmon",1980,1436
"Yukon","Chinook","CK",1201,"Big Salmon",1981,2411
"Yukon","Chinook","CK",1201,"Big Salmon",1982,758
"Yukon","Chinook","CK",1201,"Big Salmon",1983,540
"Yukon","Chinook","CK",1201,"Big Salmon",1984,1044
"Yukon","Chinook","CK",1201,"Big Salmon",1985,801
"Yukon","Chinook","CK",1201,"Big Salmon",1986,745
"Yukon","Chinook","CK",1201,"Big Salmon",1987,891
"Yukon","Chinook","CK",1201,"Big Salmon",1988,765
"Yukon","Chinook","CK",1201,"Big Salmon",1989,1662
"Yukon","Chinook","CK",1201,"Big Salmon",1990,1806
"Yukon","Chinook","CK",1201,"Big Salmon",1991,1040
"Yukon","Chinook","CK",1201,"Big Salmon",1992,617
"Yukon","Chinook","CK",1201,"Big Salmon",1993,572
"Yukon","Chinook","CK",1201,"Big Salmon",1994,1764
"Yukon","Chinook","CK",1201,"Big Salmon",1995,1314
"Yukon","Chinook","CK",1201,"Big Salmon",1996,2565
"Yukon","Chinook","CK",1201,"Big Salmon",1997,1345
"Yukon","Chinook","CK",1201,"Big Salmon",1998,523
"Yukon","Chinook","CK",1201,"Big Salmon",1999,353
"Yukon","Chinook","CK",1201,"Big Salmon",2000,113
"Yukon","Chinook","CK",1201,"Big Salmon",2001,1020
"Yukon","Chinook","CK",1201,"Big Salmon",2002,1149
"Yukon","Chinook","CK",1201,"Big Salmon",2003,3075
"Yukon","Chinook","CK",1201,"Big Salmon",2004,762
"Yukon","Chinook","CK",1201,"Big Salmon",2005,5618
"Yukon","Chinook","CK",1201,"Big Salmon",2006,1140
"Yukon","Chinook","CK",1201,"Big Salmon",2007,4506
"Yukon","Chinook","CK",1201,"Big Salmon",2008,303
"Yukon","Chinook","CK",1201,"Big Salmon",2009,9261
"Yukon","Chinook","CK",1201,"Big Salmon",2010,3817
"Yukon","Chinook","CK",1201,"Big Salmon",2011,5156
"Yukon","Chinook","CK",1201,"Big Salmon",2012,2584
"Yukon","Chinook","CK",1201,"Big Salmon",2013,3242
"Yukon","Chinook","CK",1201,"Big Salmon",2014,6321
"Yukon","Chinook","CK",1201,"Big Salmon",2015,10078
"Yukon","Chinook","CK",1201,"Big Salmon",2016,6761
"Yukon","Chinook","CK",1201,"Big Salmon",2017,5672
"Yukon","Chinook","CK",1201,"Big Salmon",2018,5159
"Yukon","Chinook","CK",1201,"Big Salmon",2019,3874
"Yukon","Chinook","CK",1201,"Big Salmon",2020,1635
"Yukon","Chinook","CK",1201,"Big Salmon",2021,1958
"Yukon","Chinook","CK",1204,"Middle Yukon",1966,7
"Yukon","Chinook","CK",1204,"Middle Yukon",1968,173
"Yukon","Chinook","CK",1204,"Middle Yukon",1969,120
"Yukon","Chinook","CK",1204,"Middle Yukon",1970,100
"Yukon","Chinook","CK",1204,"Middle Yukon",1971,405
"Yukon","Chinook","CK",1204,"Middle Yukon",1972,206
"Yukon","Chinook","CK",1204,"Middle Yukon",1973,126
"Yukon","Chinook","CK",1204,"Middle Yukon",1974,192
"Yukon","Chinook","CK",1204,"Middle Yukon",1975,175
"Yukon","Chinook","CK",1204,"Middle Yukon",1976,52
"Yukon","Chinook","CK",1204,"Middle Yukon",1977,558
"Yukon","Chinook","CK",1204,"Middle Yukon",1978,530
"Yukon","Chinook","CK",1204,"Middle Yukon",1979,639
"Yukon","Chinook","CK",1204,"Middle Yukon",1980,508
"Yukon","Chinook","CK",1204,"Middle Yukon",1981,803
"Yukon","Chinook","CK",1204,"Middle Yukon",1982,476
"Yukon","Chinook","CK",1204,"Middle Yukon",1983,365
"Yukon","Chinook","CK",1204,"Middle Yukon",1984,587
"Yukon","Chinook","CK",1204,"Middle Yukon",1985,445
"Yukon","Chinook","CK",1204,"Middle Yukon",1986,209
"Yukon","Chinook","CK",1204,"Middle Yukon",1987,627
"Yukon","Chinook","CK",1204,"Middle Yukon",1988,520
"Yukon","Chinook","CK",1204,"Middle Yukon",1989,962
"Yukon","Chinook","CK",1204,"Middle Yukon",1990,1308
"Yukon","Chinook","CK",1204,"Middle Yukon",1991,326
"Yukon","Chinook","CK",1204,"Middle Yukon",1992,600
"Yukon","Chinook","CK",1204,"Middle Yukon",1993,367
"Yukon","Chinook","CK",1204,"Middle Yukon",1994,1203
"Yukon","Chinook","CK",1204,"Middle Yukon",1995,1178
"Yukon","Chinook","CK",1204,"Middle Yukon",1996,1573
"Yukon","Chinook","CK",1204,"Middle Yukon",1997,2223
"Yukon","Chinook","CK",1204,"Middle Yukon",1998,766
"Yukon","Chinook","CK",1204,"Middle Yukon",1999,747
"Yukon","Chinook","CK",1204,"Middle Yukon",2000,322
"Yukon","Chinook","CK",1204,"Middle Yukon",2001,1035
"Yukon","Chinook","CK",1204,"Middle Yukon",2002,526
"Yukon","Chinook","CK",1204,"Middle Yukon",2003,1658
"Yukon","Chinook","CK",1204,"Middle Yukon",2004,1140
"Yukon","Chinook","CK",1204,"Middle Yukon",2005,1519
"Yukon","Chinook","CK",1204,"Middle Yukon",2006,1381
"Yukon","Chinook","CK",1204,"Middle Yukon",2007,451
"Yukon","Chinook","CK",1204,"Middle Yukon",2008,93
"Yukon","Chinook","CK",1204,"Middle Yukon",2009,821
"Yukon","Chinook","CK",1204,"Middle Yukon",2010,63
"Yukon","Chinook","CK",1204,"Middle Yukon",2011,38
"Yukon","Chinook","CK",1202,"Nordenskiold",1983,12
"Yukon","Chinook","CK",1207,"Northern Yukon",1998,132
"Yukon","Chinook","CK",1207,"Northern Yukon",1999,239
"Yukon","Chinook","CK",1207,"Northern Yukon",2000,4
"Yukon","Chinook","CK",1207,"Northern Yukon",2001,129
"Yukon","Chinook","CK",1207,"Northern Yukon",2003,185
"Yukon","Chinook","CK",1207,"Northern Yukon",2009,5147
"Yukon","Chinook","CK",1207,"Northern Yukon",2010,803
"Yukon","Chinook","CK",1207,"Northern Yukon",2011,1181
"Yukon","Chinook","CK",1207,"Northern Yukon",2020,470
"Yukon","Chinook","CK",1207,"Northern Yukon",2021,855
"Yukon","Chinook","CK",1203,"Pelly",1968,329
"Yukon","Chinook","CK",1203,"Pelly",1969,25
"Yukon","Chinook","CK",1203,"Pelly",1972,166
"Yukon","Chinook","CK",1203,"Pelly",1973,23
"Yukon","Chinook","CK",1203,"Pelly",1981,1344
"Yukon","Chinook","CK",1203,"Pelly",1982,213
"Yukon","Chinook","CK",1203,"Pelly",1983,74
"Yukon","Chinook","CK",1203,"Pelly",1984,151
"Yukon","Chinook","CK",1203,"Pelly",1985,23
"Yukon","Chinook","CK",1203,"Pelly",1986,72
"Yukon","Chinook","CK",1203,"Pelly",1987,180
"Yukon","Chinook","CK",1203,"Pelly",1988,242
"Yukon","Chinook","CK",1203,"Pelly",1989,433
"Yukon","Chinook","CK",1203,"Pelly",1990,457
"Yukon","Chinook","CK",1203,"Pelly",1991,250
"Yukon","Chinook","CK",1203,"Pelly",1992,423
"Yukon","Chinook","CK",1203,"Pelly",1993,400
"Yukon","Chinook","CK",1203,"Pelly",1994,506
"Yukon","Chinook","CK",1203,"Pelly",1995,1079
"Yukon","Chinook","CK",1203,"Pelly",1996,102
"Yukon","Chinook","CK",1203,"Pelly",1997,957
"Yukon","Chinook","CK",1203,"Pelly",1998,373
"Yukon","Chinook","CK",1203,"Pelly",1999,892
"Yukon","Chinook","CK",1203,"Pelly",2002,395
"Yukon","Chinook","CK",1203,"Pelly",2003,1155
"Yukon","Chinook","CK",1203,"Pelly",2004,792
"Yukon","Chinook","CK",1203,"Pelly",2005,888
"Yukon","Chinook","CK",1203,"Pelly",2006,677
"Yukon","Chinook","CK",1203,"Pelly",2007,304
"Yukon","Chinook","CK",1203,"Pelly",2008,276
"Yukon","Chinook","CK",1203,"Pelly",2009,716
"Yukon","Chinook","CK",1203,"Pelly",2010,270
"Yukon","Chinook","CK",1203,"Pelly",2011,360
"Yukon","Chinook","CK",1203,"Pelly",2012,157
"Yukon","Chinook","CK",1203,"Pelly",2013,312
"Yukon","Chinook","CK",1203,"Pelly",2014,602
"Yukon","Chinook","CK",1203,"Pelly",2015,964
"Yukon","Chinook","CK",1203,"Pelly",2016,6471
"Yukon","Chinook","CK",1203,"Pelly",2017,9081
"Yukon","Chinook","CK",1203,"Pelly",2018,10363
"Yukon","Chinook","CK",1203,"Pelly",2019,6927
"Yukon","Chinook","CK",1203,"Pelly",2020,5678
"Yukon","Chinook","CK",1203,"Pelly",2021,4980
"Yukon","Chinook","CK",1209,"Porcupine",1972,45
"Yukon","Chinook","CK",1209,"Porcupine",1974,117
"Yukon","Chinook","CK",1205,"Stewart",1956,1
"Yukon","Chinook","CK",1205,"Stewart",1968,142
"Yukon","Chinook","CK",1205,"Stewart",1969,4
"Yukon","Chinook","CK",1205,"Stewart",1972,26
"Yukon","Chinook","CK",1205,"Stewart",1974,42
"Yukon","Chinook","CK",1205,"Stewart",1977,43
"Yukon","Chinook","CK",1205,"Stewart",1981,17
"Yukon","Chinook","CK",1205,"Stewart",1982,77
"Yukon","Chinook","CK",1205,"Stewart",1983,8
"Yukon","Chinook","CK",1212,"Teslin",1968,814
"Yukon","Chinook","CK",1212,"Teslin",1969,217
"Yukon","Chinook","CK",1212,"Teslin",1970,1352
"Yukon","Chinook","CK",1212,"Teslin",1971,1750
"Yukon","Chinook","CK",1212,"Teslin",1972,333
"Yukon","Chinook","CK",1212,"Teslin",1973,66
"Yukon","Chinook","CK",1212,"Teslin",1974,48
"Yukon","Chinook","CK",1212,"Teslin",1975,361
"Yukon","Chinook","CK",1212,"Teslin",1976,102
"Yukon","Chinook","CK",1212,"Teslin",1977,122
"Yukon","Chinook","CK",1212,"Teslin",1978,375
"Yukon","Chinook","CK",1212,"Teslin",1979,896
"Yukon","Chinook","CK",1212,"Teslin",1980,2376
"Yukon","Chinook","CK",1212,"Teslin",1981,4907
"Yukon","Chinook","CK",1212,"Teslin",1982,1699
"Yukon","Chinook","CK",1212,"Teslin",1983,1538
"Yukon","Chinook","CK",1212,"Teslin",1984,1206
"Yukon","Chinook","CK",1212,"Teslin",1985,635
"Yukon","Chinook","CK",1212,"Teslin",1986,730
"Yukon","Chinook","CK",1212,"Teslin",1987,222
"Yukon","Chinook","CK",1212,"Teslin",1988,345
"Yukon","Chinook","CK",1212,"Teslin",1989,830
"Yukon","Chinook","CK",1212,"Teslin",1990,1032
"Yukon","Chinook","CK",1212,"Teslin",1991,201
"Yukon","Chinook","CK",1212,"Teslin",1992,351
"Yukon","Chinook","CK",1212,"Teslin",1993,507
"Yukon","Chinook","CK",1212,"Teslin",1994,942
"Yukon","Chinook","CK",1212,"Teslin",1995,794
"Yukon","Chinook","CK",1212,"Teslin",1996,1654
"Yukon","Chinook","CK",1212,"Teslin",1997,875
"Yukon","Chinook","CK",1212,"Teslin",1998,290
"Yukon","Chinook","CK",1212,"Teslin",1999,461
"Yukon","Chinook","CK",1212,"Teslin",2000,52
"Yukon","Chinook","CK",1212,"Teslin",2001,635
"Yukon","Chinook","CK",1212,"Teslin",2002,364
"Yukon","Chinook","CK",1212,"Teslin",2003,979
"Yukon","Chinook","CK",1212,"Teslin",2004,556
"Yukon","Chinook","CK",1212,"Teslin",2005,1067
"Yukon","Chinook","CK",1212,"Teslin",2006,715
"Yukon","Chinook","CK",1212,"Teslin",2007,191
"Yukon","Chinook","CK",1212,"Teslin",2008,519
"Yukon","Chinook","CK",1212,"Teslin",2009,422
"Yukon","Chinook","CK",1212,"Teslin",2010,94
"Yukon","Chinook","CK",1212,"Teslin",2011,81
"Yukon","Chinook","CK",1212,"Teslin",2012,3454
"Yukon","Chinook","CK",1212,"Teslin",2013,9916
"Yukon","Chinook","CK",1212,"Teslin",2014,17507
"Yukon","Chinook","CK",1212,"Teslin",2015,20463
"Yukon","Chinook","CK",1212,"Teslin",2019,93
"Yukon","Chinook","CK",1212,"Teslin",2020,55
"Yukon","Chinook","CK",1212,"Teslin",2021,9
"Yukon","Chinook","CK",1211,"Upper Yukon",1958,259
"Yukon","Chinook","CK",1211,"Upper Yukon",1959,1122
"Yukon","Chinook","CK",1211,"Upper Yukon",1960,718
"Yukon","Chinook","CK",1211,"Upper Yukon",1961,1068
"Yukon","Chinook","CK",1211,"Upper Yukon",1962,1500
"Yukon","Chinook","CK",1211,"Upper Yukon",1963,733
"Yukon","Chinook","CK",1211,"Upper Yukon",1964,595
"Yukon","Chinook","CK",1211,"Upper Yukon",1965,903
"Yukon","Chinook","CK",1211,"Upper Yukon",1966,657
"Yukon","Chinook","CK",1211,"Upper Yukon",1967,533
"Yukon","Chinook","CK",1211,"Upper Yukon",1968,414
"Yukon","Chinook","CK",1211,"Upper Yukon",1969,334
"Yukon","Chinook","CK",1211,"Upper Yukon",1970,625
"Yukon","Chinook","CK",1211,"Upper Yukon",1971,856
"Yukon","Chinook","CK",1211,"Upper Yukon",1972,408
"Yukon","Chinook","CK",1211,"Upper Yukon",1973,224
"Yukon","Chinook","CK",1211,"Upper Yukon",1974,293
"Yukon","Chinook","CK",1211,"Upper Yukon",1975,480
"Yukon","Chinook","CK",1211,"Upper Yukon",1976,142
"Yukon","Chinook","CK",1211,"Upper Yukon",1977,365
"Yukon","Chinook","CK",1211,"Upper Yukon",1978,840
"Yukon","Chinook","CK",1211,"Upper Yukon",1979,1284
"Yukon","Chinook","CK",1211,"Upper Yukon",1980,1553
"Yukon","Chinook","CK",1211,"Upper Yukon",1981,2722
"Yukon","Chinook","CK",1211,"Upper Yukon",1982,502
"Yukon","Chinook","CK",1211,"Upper Yukon",1983,1010
"Yukon","Chinook","CK",1211,"Upper Yukon",1984,1342
"Yukon","Chinook","CK",1211,"Upper Yukon",1985,665
"Yukon","Chinook","CK",1211,"Upper Yukon",1986,760
"Yukon","Chinook","CK",1211,"Upper Yukon",1987,529
"Yukon","Chinook","CK",1211,"Upper Yukon",1988,630
"Yukon","Chinook","CK",1211,"Upper Yukon",1989,621
"Yukon","Chinook","CK",1211,"Upper Yukon",1990,1407
"Yukon","Chinook","CK",1211,"Upper Yukon",1991,1271
"Yukon","Chinook","CK",1211,"Upper Yukon",1992,758
"Yukon","Chinook","CK",1211,"Upper Yukon",1993,965
"Yukon","Chinook","CK",1211,"Upper Yukon",1994,2208
"Yukon","Chinook","CK",1211,"Upper Yukon",1995,2345
"Yukon","Chinook","CK",1211,"Upper Yukon",1996,3050
"Yukon","Chinook","CK",1211,"Upper Yukon",1997,2146
"Yukon","Chinook","CK",1211,"Upper Yukon",1998,785
"Yukon","Chinook","CK",1211,"Upper Yukon",1999,1513
"Yukon","Chinook","CK",1211,"Upper Yukon",2000,677
"Yukon","Chinook","CK",1211,"Upper Yukon",2001,1237
"Yukon","Chinook","CK",1211,"Upper Yukon",2002,605
"Yukon","Chinook","CK",1211,"Upper Yukon",2003,1638
"Yukon","Chinook","CK",1211,"Upper Yukon",2004,1989
"Yukon","Chinook","CK",1211,"Upper Yukon",2005,2784
"Yukon","Chinook","CK",1211,"Upper Yukon",2006,1720
"Yukon","Chinook","CK",1211,"Upper Yukon",2007,427
"Yukon","Chinook","CK",1211,"Upper Yukon",2008,481
"Yukon","Chinook","CK",1211,"Upper Yukon",2009,869
"Yukon","Chinook","CK",1211,"Upper Yukon",2010,672
"Yukon","Chinook","CK",1211,"Upper Yukon",2011,1534
"Yukon","Chinook","CK",1211,"Upper Yukon",2012,1030
"Yukon","Chinook","CK",1211,"Upper Yukon",2013,1139
"Yukon","Chinook","CK",1211,"Upper Yukon",2014,1601
"Yukon","Chinook","CK",1211,"Upper Yukon",2015,1465
"Yukon","Chinook","CK",1211,"Upper Yukon",2016,1556
"Yukon","Chinook","CK",1211,"Upper Yukon",2017,1649
"Yukon","Chinook","CK",1211,"Upper Yukon",2018,2245
"Yukon","Chinook","CK",1211,"Upper Yukon",2019,282
"Yukon","Chinook","CK",1211,"Upper Yukon",2020,277
"Yukon","Chinook","CK",1211,"Upper Yukon",2021,521
"Yukon","Chinook","CK",1206,"White",1969,7
"Yukon","Chinook","CK",1206,"White",1970,51
"Yukon","Chinook","CK",1206,"White",1971,50
"Yukon","Chinook","CK",1206,"White",1972,30
"Yukon","Chinook","CK",1206,"White",1973,30
"Yukon","Chinook","CK",1206,"White",1975,72
"Yukon","Chinook","CK",1206,"White",1980,270
"Yukon","Chinook","CK",1206,"White",1981,1203
"Yukon","Chinook","CK",1206,"White",1982,687
"Yukon","Chinook","CK",1206,"White",1983,211
"Yukon","Chinook","CK",1206,"White",1984,150
"Yukon","Chinook","CK",1206,"White",1985,210
"Yukon","Chinook","CK",1206,"White",1986,228
"Yukon","Chinook","CK",1206,"White",1987,100
"Yukon","Chinook","CK",1206,"White",1988,204
"Yukon","Chinook","CK",1206,"White",1989,88
"Yukon","Chinook","CK",1206,"White",1990,83
"Yukon","Chinook","CK",1206,"White",1992,73
"Yukon","Chinook","CK",1206,"White",1993,101
"Yukon","Chinook","CK",1206,"White",1994,248
"Yukon","Chinook","CK",1206,"White",1995,403
"Yukon","Chinook","CK",1206,"White",1996,423
"Yukon","Chinook","CK",1206,"White",1997,283
"Yukon","Chinook","CK",1206,"White",1998,59
"Yukon","Chinook","CK",1206,"White",2000,19
"Yukon","Chinook","CK",1206,"White",2001,39
"Yukon","Chum","CM",1216,"Donjek Kluane",1972,198
"Yukon","Chum","CM",1216,"Donjek Kluane",1973,2500
"Yukon","Chum","CM",1216,"Donjek Kluane",1974,400
"Yukon","Chum","CM",1216,"Donjek Kluane",1975,362
"Yukon","Chum","CM",1216,"Donjek Kluane",1976,20
"Yukon","Chum","CM",1216,"Donjek Kluane",1977,3555
"Yukon","Chum","CM",1216,"Donjek Kluane",1978,0
"Yukon","Chum","CM",1216,"Donjek Kluane",1979,4640
"Yukon","Chum","CM",1216,"Donjek Kluane",1980,3150
"Yukon","Chum","CM",1216,"Donjek Kluane",1981,25806
"Yukon","Chum","CM",1216,"Donjek Kluane",1982,5378
"Yukon","Chum","CM",1216,"Donjek Kluane",1983,8578
"Yukon","Chum","CM",1216,"Donjek Kluane",1984,8500
"Yukon","Chum","CM",1216,"Donjek Kluane",1985,8733
"Yukon","Chum","CM",1216,"Donjek Kluane",1986,16700
"Yukon","Chum","CM",1216,"Donjek Kluane",1987,12050
"Yukon","Chum","CM",1216,"Donjek Kluane",1988,6950
"Yukon","Chum","CM",1216,"Donjek Kluane",1989,3090
"Yukon","Chum","CM",1216,"Donjek Kluane",1990,4684
"Yukon","Chum","CM",1216,"Donjek Kluane",1991,11728
"Yukon","Chum","CM",1216,"Donjek Kluane",1992,3343
"Yukon","Chum","CM",1216,"Donjek Kluane",1993,4610
"Yukon","Chum","CM",1216,"Donjek Kluane",1994,10754
"Yukon","Chum","CM",1216,"Donjek Kluane",1995,16456
"Yukon","Chum","CM",1216,"Donjek Kluane",1996,14431
"Yukon","Chum","CM",1216,"Donjek Kluane",1997,3350
"Yukon","Chum","CM",1216,"Donjek Kluane",1998,7337
"Yukon","Chum","CM",1216,"Donjek Kluane",1999,5136
"Yukon","Chum","CM",1216,"Donjek Kluane",2000,1442
"Yukon","Chum","CM",1216,"Donjek Kluane",2001,4884
"Yukon","Chum","CM",1216,"Donjek Kluane",2002,7147
"Yukon","Chum","CM",1216,"Donjek Kluane",2003,39347
"Yukon","Chum","CM",1216,"Donjek Kluane",2004,18982
"Yukon","Chum","CM",1216,"Donjek Kluane",2005,34600
"Yukon","Chum","CM",1216,"Donjek Kluane",2006,18208
"Yukon","Chum","CM",1216,"Donjek Kluane",2017,16265
"Yukon","Chum","CM",1216,"Donjek Kluane",2018,1734
"Yukon","Chum","CM",1216,"Donjek Kluane",2019,928
"Yukon","Chum","CM",1216,"Donjek Kluane",2020,120
"Yukon","Chum","CM",1216,"Donjek Kluane",2021,64
"Yukon","Chum","CM",1213,"Middle Yukon",1973,383
"Yukon","Chum","CM",1213,"Middle Yukon",1975,7671
"Yukon","Chum","CM",1213,"Middle Yukon",1982,1020
"Yukon","Chum","CM",1213,"Middle Yukon",1983,7560
"Yukon","Chum","CM",1213,"Middle Yukon",1984,2800
"Yukon","Chum","CM",1213,"Middle Yukon",1985,10760
"Yukon","Chum","CM",1213,"Middle Yukon",1986,825
"Yukon","Chum","CM",1213,"Middle Yukon",1987,6115
"Yukon","Chum","CM",1213,"Middle Yukon",1988,1550
"Yukon","Chum","CM",1213,"Middle Yukon",1989,5320
"Yukon","Chum","CM",1213,"Middle Yukon",1990,3651
"Yukon","Chum","CM",1213,"Middle Yukon",1991,2426
"Yukon","Chum","CM",1213,"Middle Yukon",1992,4438
"Yukon","Chum","CM",1213,"Middle Yukon",1993,2620
"Yukon","Chum","CM",1213,"Middle Yukon",1994,1429
"Yukon","Chum","CM",1213,"Middle Yukon",1995,4701
"Yukon","Chum","CM",1213,"Middle Yukon",1996,4977
"Yukon","Chum","CM",1213,"Middle Yukon",1997,2189
"Yukon","Chum","CM",1213,"Middle Yukon",1998,7292
"Yukon","Chum","CM",1213,"Middle Yukon",2000,933
"Yukon","Chum","CM",1213,"Middle Yukon",2001,2453
"Yukon","Chum","CM",1213,"Middle Yukon",2002,973
"Yukon","Chum","CM",1213,"Middle Yukon",2003,7982
"Yukon","Chum","CM",1213,"Middle Yukon",2004,3440
"Yukon","Chum","CM",1213,"Middle Yukon",2005,16425
"Yukon","Chum","CM",1213,"Middle Yukon",2006,6553
"Yukon","Chum","CM",1213,"Middle Yukon",2020,323
"Yukon","Chum","CM",1213,"Middle Yukon",2021,1131
"Yukon","Chum","CM",1214,"North Yukon",1973,50
"Yukon","Chum","CM",1214,"North Yukon",1981,20
"Yukon","Chum","CM",1214,"North Yukon",1998,92
"Yukon","Chum","CM",1214,"North Yukon",1999,35
"Yukon","Chum","CM",1217,"Porcupine",1971,312800
"Yukon","Chum","CM",1217,"Porcupine",1972,35230
"Yukon","Chum","CM",1217,"Porcupine",1973,15991
"Yukon","Chum","CM",1217,"Porcupine",1974,31841
"Yukon","Chum","CM",1217,"Porcupine",1975,353282
"Yukon","Chum","CM",1217,"Porcupine",1976,36584
"Yukon","Chum","CM",1217,"Porcupine",1977,88400
"Yukon","Chum","CM",1217,"Porcupine",1978,40800
"Yukon","Chum","CM",1217,"Porcupine",1979,119898
"Yukon","Chum","CM",1217,"Porcupine",1980,55268
"Yukon","Chum","CM",1217,"Porcupine",1981,57388
"Yukon","Chum","CM",1217,"Porcupine",1982,15901
"Yukon","Chum","CM",1217,"Porcupine",1983,27200
"Yukon","Chum","CM",1217,"Porcupine",1984,15150
"Yukon","Chum","CM",1217,"Porcupine",1985,56223
"Yukon","Chum","CM",1217,"Porcupine",1986,31811
"Yukon","Chum","CM",1217,"Porcupine",1987,49038
"Yukon","Chum","CM",1217,"Porcupine",1988,23645
"Yukon","Chum","CM",1217,"Porcupine",1989,44042
"Yukon","Chum","CM",1217,"Porcupine",1990,35000
"Yukon","Chum","CM",1217,"Porcupine",1991,37870
"Yukon","Chum","CM",1217,"Porcupine",1992,22539
"Yukon","Chum","CM",1217,"Porcupine",1993,28707
"Yukon","Chum","CM",1217,"Porcupine",1994,65247
"Yukon","Chum","CM",1217,"Porcupine",1995,51971
"Yukon","Chum","CM",1217,"Porcupine",1996,77302
"Yukon","Chum","CM",1217,"Porcupine",1997,27031
"Yukon","Chum","CM",1217,"Porcupine",1998,13687
"Yukon","Chum","CM",1217,"Porcupine",1999,12958
"Yukon","Chum","CM",1217,"Porcupine",2000,5057
"Yukon","Chum","CM",1217,"Porcupine",2001,21737
"Yukon","Chum","CM",1217,"Porcupine",2002,13636
"Yukon","Chum","CM",1217,"Porcupine",2003,29713
"Yukon","Chum","CM",1217,"Porcupine",2004,20417
"Yukon","Chum","CM",1217,"Porcupine",2005,119058
"Yukon","Chum","CM",1217,"Porcupine",2006,30954
"Yukon","Chum","CM",1217,"Porcupine",2007,32150
"Yukon","Chum","CM",1217,"Porcupine",2008,19086
"Yukon","Chum","CM",1217,"Porcupine",2009,25828
"Yukon","Chum","CM",1217,"Porcupine",2010,15413
"Yukon","Chum","CM",1217,"Porcupine",2011,13085
"Yukon","Chum","CM",1217,"Porcupine",2012,22399
"Yukon","Chum","CM",1217,"Porcupine",2013,25376
"Yukon","Chum","CM",1217,"Porcupine",2014,7304
"Yukon","Chum","CM",1217,"Porcupine",2015,8351
"Yukon","Chum","CM",1217,"Porcupine",2016,29397
"Yukon","Chum","CM",1217,"Porcupine",2017,48524
"Yukon","Chum","CM",1217,"Porcupine",2018,10151
"Yukon","Chum","CM",1217,"Porcupine",2019,18171
"Yukon","Chum","CM",1217,"Porcupine",2020,4795
"Yukon","Chum","CM",1217,"Porcupine",2021,2413
"Yukon","Chum","CM",1219,"Teslin",1984,200
"Yukon","Chum","CM",1219,"Teslin",1985,356
"Yukon","Chum","CM",1219,"Teslin",1986,213
"Yukon","Chum","CM",1219,"Teslin",1988,140
"Yukon","Chum","CM",1219,"Teslin",1989,210
"Yukon","Chum","CM",1219,"Teslin",1990,739
"Yukon","Chum","CM",1219,"Teslin",1991,468
"Yukon","Chum","CM",1219,"Teslin",1992,450
"Yukon","Chum","CM",1219,"Teslin",1993,555
"Yukon","Chum","CM",1219,"Teslin",1994,209
"Yukon","Chum","CM",1219,"Teslin",1995,633
"Yukon","Chum","CM",1219,"Teslin",1996,315
"Yukon","Chum","CM",1219,"Teslin",1997,207
"Yukon","Chum","CM",1219,"Teslin",1998,235
"Yukon","Chum","CM",1219,"Teslin",1999,19
"Yukon","Chum","CM",1219,"Teslin",2000,204
"Yukon","Chum","CM",1219,"Teslin",2001,5
"Yukon","Chum","CM",1219,"Teslin",2002,64
"Yukon","Chum","CM",1219,"Teslin",2003,390
"Yukon","Chum","CM",1219,"Teslin",2004,167
"Yukon","Chum","CM",1219,"Teslin",2005,585
"Yukon","Chum","CM",1219,"Teslin",2006,620
"Yukon","Chum","CM",1215,"White",1980,300
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1950,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1951,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1952,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1953,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1954,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1955,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1956,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1957,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1958,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1959,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1960,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1961,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1962,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1963,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1964,0
"Haida Gwaii","Chinook","CK",806,"East Haida Gwaii",1965,0
