"region","species_name","cuid","cu_name_pse","year","estimated_count","observed_count","total_run"
"Yukon","Chinook",1204,"Middle Yukon",1959,NA,68,NA
"Yukon","Chinook",1204,"Middle Yukon",1966,NA,7,NA
"Yukon","Chinook",1204,"Middle Yukon",1968,NA,1030,NA
"Yukon","Chinook",1204,"Middle Yukon",1969,NA,406,NA
"Yukon","Chinook",1204,"Middle Yukon",1970,NA,770,NA
"Yukon","Chinook",1204,"Middle Yukon",1971,NA,680,NA
"Yukon","Chinook",1204,"Middle Yukon",1972,NA,621,NA
"Yukon","Chinook",1204,"Middle Yukon",1973,NA,201,NA
"Yukon","Chinook",1204,"Middle Yukon",1974,NA,262,NA
"Yukon","Chinook",1204,"Middle Yukon",1975,NA,328,NA
"Yukon","Chinook",1204,"Middle Yukon",1976,NA,138,NA
"Yukon","Chinook",1204,"Middle Yukon",1977,NA,874,NA
"Yukon","Chinook",1204,"Middle Yukon",1978,NA,1054,NA
"Yukon","Chinook",1204,"Middle Yukon",1979,NA,1271,NA
"Yukon","Chinook",1204,"Middle Yukon",1980,NA,1944,NA
"Yukon","Chinook",1204,"Middle Yukon",1981,NA,3214,NA
"Yukon","Chinook",1204,"Middle Yukon",1982,NA,1234,NA
"Yukon","Chinook",1204,"Middle Yukon",1983,NA,905,NA
"Yukon","Chinook",1204,"Middle Yukon",1984,NA,1631,NA
"Yukon","Chinook",1204,"Middle Yukon",1985,NA,1246,NA
"Yukon","Chinook",1204,"Middle Yukon",1986,NA,954,NA
"Yukon","Chinook",1204,"Middle Yukon",1987,NA,1518,NA
"Yukon","Chinook",1204,"Middle Yukon",1988,NA,1285,NA
"Yukon","Chinook",1204,"Middle Yukon",1989,NA,2624,NA
"Yukon","Chinook",1204,"Middle Yukon",1990,NA,3114,NA
"Yukon","Chinook",1204,"Middle Yukon",1991,NA,1366,NA
"Yukon","Chinook",1204,"Middle Yukon",1992,NA,1217,NA
"Yukon","Chinook",1204,"Middle Yukon",1993,NA,939,NA
"Yukon","Chinook",1204,"Middle Yukon",1994,NA,2967,NA
"Yukon","Chinook",1204,"Middle Yukon",1995,NA,2492,NA
"Yukon","Chinook",1204,"Middle Yukon",1996,NA,4138,NA
"Yukon","Chinook",1204,"Middle Yukon",1997,NA,3568,NA
"Yukon","Chinook",1204,"Middle Yukon",1998,NA,1289,NA
"Yukon","Chinook",1204,"Middle Yukon",1999,NA,1117,NA
"Yukon","Chinook",1204,"Middle Yukon",2000,NA,159,NA
"Yukon","Chinook",1204,"Middle Yukon",2001,NA,2055,NA
"Yukon","Chinook",1204,"Middle Yukon",2002,NA,1676,NA
"Yukon","Chinook",1204,"Middle Yukon",2003,NA,4733,NA
"Yukon","Chinook",1204,"Middle Yukon",2004,NA,1952,NA
"Yukon","Chinook",1204,"Middle Yukon",2005,NA,2471,NA
"Yukon","Chinook",1204,"Middle Yukon",2006,NA,2521,NA
"Yukon","Chinook",1204,"Middle Yukon",2007,NA,1052,NA
"Yukon","Chinook",1204,"Middle Yukon",2008,NA,396,NA
"Yukon","Chinook",1202,"Nordenskiold",1973,NA,1,NA
"Yukon","Chinook",1202,"Nordenskiold",1977,NA,678,NA
"Yukon","Chinook",1202,"Nordenskiold",1978,NA,25,NA
"Yukon","Chinook",1207,"Northern Yukon",1956,NA,2,NA
"Yukon","Chinook",1207,"Northern Yukon",1972,NA,100,NA
"Yukon","Chinook",1207,"Northern Yukon",1973,NA,29134,NA
"Yukon","Chinook",1207,"Northern Yukon",1974,NA,36774,NA
"Yukon","Chinook",1207,"Northern Yukon",1975,NA,170,NA
"Yukon","Chinook",1207,"Northern Yukon",1977,NA,9,NA
"Yukon","Chinook",1207,"Northern Yukon",1981,NA,1,NA
"Yukon","Chinook",1207,"Northern Yukon",1982,NA,19870,NA
"Yukon","Chinook",1207,"Northern Yukon",1983,NA,28989,NA
"Yukon","Chinook",1207,"Northern Yukon",1984,NA,27616,NA
"Yukon","Chinook",1207,"Northern Yukon",1985,NA,10730,NA
"Yukon","Chinook",1207,"Northern Yukon",1986,NA,16415,NA
"Yukon","Chinook",1207,"Northern Yukon",1987,NA,13260,NA
"Yukon","Chinook",1207,"Northern Yukon",1988,NA,23118,NA
"Yukon","Chinook",1207,"Northern Yukon",1989,NA,25201,NA
"Yukon","Chinook",1207,"Northern Yukon",1990,NA,37699,NA
"Yukon","Chinook",1207,"Northern Yukon",1991,NA,20743,NA
"Yukon","Chinook",1207,"Northern Yukon",1992,NA,25382,NA
"Yukon","Chinook",1207,"Northern Yukon",1993,NA,28558,NA
"Yukon","Chinook",1207,"Northern Yukon",1994,NA,25890,NA
"Yukon","Chinook",1207,"Northern Yukon",1995,NA,32262,NA
"Yukon","Chinook",1207,"Northern Yukon",1996,NA,28409,NA
"Yukon","Chinook",1207,"Northern Yukon",1997,NA,37683,NA
"Yukon","Chinook",1207,"Northern Yukon",1998,NA,16882,NA
"Yukon","Chinook",1207,"Northern Yukon",1999,NA,12542,NA
"Yukon","Chinook",1207,"Northern Yukon",2002,NA,49313,NA
"Yukon","Chinook",1207,"Northern Yukon",2003,NA,57032,NA
"Yukon","Chinook",1207,"Northern Yukon",2004,NA,48201,NA
"Yukon","Chinook",1207,"Northern Yukon",2005,NA,42318,NA
"Yukon","Chinook",1207,"Northern Yukon",2006,NA,36748,NA
"Yukon","Chinook",1203,"Pelly",1968,NA,329,NA
"Yukon","Chinook",1203,"Pelly",1969,NA,25,NA
"Yukon","Chinook",1203,"Pelly",1972,NA,166,NA
"Yukon","Chinook",1203,"Pelly",1973,NA,34,NA
"Yukon","Chinook",1203,"Pelly",1981,NA,1344,NA
"Yukon","Chinook",1203,"Pelly",1982,NA,219,NA
"Yukon","Chinook",1203,"Pelly",1983,NA,74,NA
"Yukon","Chinook",1203,"Pelly",1984,NA,151,NA
"Yukon","Chinook",1203,"Pelly",1985,NA,23,NA
"Yukon","Chinook",1203,"Pelly",1986,NA,72,NA
"Yukon","Chinook",1203,"Pelly",1987,NA,180,NA
"Yukon","Chinook",1203,"Pelly",1988,NA,242,NA
"Yukon","Chinook",1203,"Pelly",1989,NA,433,NA
"Yukon","Chinook",1203,"Pelly",1990,NA,457,NA
"Yukon","Chinook",1203,"Pelly",1991,NA,250,NA
"Yukon","Chinook",1203,"Pelly",1992,NA,423,NA
"Yukon","Chinook",1203,"Pelly",1993,NA,400,NA
"Yukon","Chinook",1203,"Pelly",1994,NA,506,NA
"Yukon","Chinook",1203,"Pelly",1995,NA,1079,NA
"Yukon","Chinook",1203,"Pelly",1996,NA,524,NA
"Yukon","Chinook",1203,"Pelly",1997,NA,957,NA
"Yukon","Chinook",1203,"Pelly",1998,NA,373,NA
"Yukon","Chinook",1203,"Pelly",1999,NA,892,NA
"Yukon","Chinook",1209,"Porcupine",1972,NA,45,NA
"Yukon","Chinook",1209,"Porcupine",1974,NA,117,NA
"Yukon","Chinook",1205,"Stewart",1956,NA,1,NA
"Yukon","Chinook",1205,"Stewart",1968,NA,142,NA
"Yukon","Chinook",1205,"Stewart",1969,NA,4,NA
"Yukon","Chinook",1205,"Stewart",1972,NA,26,NA
"Yukon","Chinook",1205,"Stewart",1974,NA,42,NA
"Yukon","Chinook",1205,"Stewart",1977,NA,43,NA
"Yukon","Chinook",1205,"Stewart",1981,NA,17,NA
"Yukon","Chinook",1205,"Stewart",1982,NA,77,NA
"Yukon","Chinook",1205,"Stewart",1983,NA,8,NA
"Yukon","Chinook",1212,"Teslin",1968,NA,814,NA
"Yukon","Chinook",1212,"Teslin",1969,NA,217,NA
"Yukon","Chinook",1212,"Teslin",1970,NA,1352,NA
"Yukon","Chinook",1212,"Teslin",1971,NA,1750,NA
"Yukon","Chinook",1212,"Teslin",1972,NA,333,NA
"Yukon","Chinook",1212,"Teslin",1973,NA,66,NA
"Yukon","Chinook",1212,"Teslin",1974,NA,48,NA
"Yukon","Chinook",1212,"Teslin",1975,NA,361,NA
"Yukon","Chinook",1212,"Teslin",1976,NA,102,NA
"Yukon","Chinook",1212,"Teslin",1977,NA,122,NA
"Yukon","Chinook",1212,"Teslin",1978,NA,375,NA
"Yukon","Chinook",1212,"Teslin",1979,NA,896,NA
"Yukon","Chinook",1212,"Teslin",1980,NA,2271,NA
"Yukon","Chinook",1212,"Teslin",1981,NA,4800,NA
"Yukon","Chinook",1212,"Teslin",1982,NA,1578,NA
"Yukon","Chinook",1212,"Teslin",1983,NA,1381,NA
"Yukon","Chinook",1212,"Teslin",1984,NA,956,NA
"Yukon","Chinook",1212,"Teslin",1985,NA,519,NA
"Yukon","Chinook",1212,"Teslin",1986,NA,568,NA
"Yukon","Chinook",1212,"Teslin",1987,NA,218,NA
"Yukon","Chinook",1212,"Teslin",1988,NA,333,NA
"Yukon","Chinook",1212,"Teslin",1989,NA,841,NA
"Yukon","Chinook",1212,"Teslin",1990,NA,840,NA
"Yukon","Chinook",1212,"Teslin",1991,NA,201,NA
"Yukon","Chinook",1212,"Teslin",1992,NA,351,NA
"Yukon","Chinook",1212,"Teslin",1993,NA,507,NA
"Yukon","Chinook",1212,"Teslin",1994,NA,942,NA
"Yukon","Chinook",1212,"Teslin",1995,NA,794,NA
"Yukon","Chinook",1212,"Teslin",1996,NA,1654,NA
"Yukon","Chinook",1212,"Teslin",1997,NA,875,NA
"Yukon","Chinook",1212,"Teslin",1998,NA,291,NA
"Yukon","Chinook",1212,"Teslin",1999,NA,483,NA
"Yukon","Chinook",1212,"Teslin",2001,NA,175,NA
"Yukon","Chinook",1212,"Teslin",2002,NA,280,NA
"Yukon","Chinook",1212,"Teslin",2003,NA,979,NA
"Yukon","Chinook",1212,"Teslin",2004,NA,556,NA
"Yukon","Chinook",1212,"Teslin",2005,NA,1067,NA
"Yukon","Chinook",1212,"Teslin",2006,NA,715,NA
"Yukon","Chinook",1211,"Upper Yukon",1955,NA,10,NA
"Yukon","Chinook",1211,"Upper Yukon",1958,NA,561,NA
"Yukon","Chinook",1211,"Upper Yukon",1959,NA,1216,NA
"Yukon","Chinook",1211,"Upper Yukon",1960,NA,1610,NA
"Yukon","Chinook",1211,"Upper Yukon",1961,NA,1068,NA
"Yukon","Chinook",1211,"Upper Yukon",1962,NA,1500,NA
"Yukon","Chinook",1211,"Upper Yukon",1963,NA,733,NA
"Yukon","Chinook",1211,"Upper Yukon",1964,NA,595,NA
"Yukon","Chinook",1211,"Upper Yukon",1965,NA,903,NA
"Yukon","Chinook",1211,"Upper Yukon",1966,NA,657,NA
"Yukon","Chinook",1211,"Upper Yukon",1967,NA,787,NA
"Yukon","Chinook",1211,"Upper Yukon",1968,NA,414,NA
"Yukon","Chinook",1211,"Upper Yukon",1969,NA,334,NA
"Yukon","Chinook",1211,"Upper Yukon",1970,NA,625,NA
"Yukon","Chinook",1211,"Upper Yukon",1971,NA,856,NA
"Yukon","Chinook",1211,"Upper Yukon",1972,NA,626,NA
"Yukon","Chinook",1211,"Upper Yukon",1973,NA,224,NA
"Yukon","Chinook",1211,"Upper Yukon",1974,NA,293,NA
"Yukon","Chinook",1211,"Upper Yukon",1975,NA,529,NA
"Yukon","Chinook",1211,"Upper Yukon",1976,NA,142,NA
"Yukon","Chinook",1211,"Upper Yukon",1977,NA,441,NA
"Yukon","Chinook",1211,"Upper Yukon",1978,NA,840,NA
"Yukon","Chinook",1211,"Upper Yukon",1979,NA,1309,NA
"Yukon","Chinook",1211,"Upper Yukon",1980,NA,2983,NA
"Yukon","Chinook",1211,"Upper Yukon",1981,NA,7931,NA
"Yukon","Chinook",1211,"Upper Yukon",1982,NA,807,NA
"Yukon","Chinook",1211,"Upper Yukon",1983,NA,1059,NA
"Yukon","Chinook",1211,"Upper Yukon",1984,NA,1042,NA
"Yukon","Chinook",1211,"Upper Yukon",1985,NA,508,NA
"Yukon","Chinook",1211,"Upper Yukon",1986,NA,557,NA
"Yukon","Chinook",1211,"Upper Yukon",1987,NA,327,NA
"Yukon","Chinook",1211,"Upper Yukon",1988,NA,405,NA
"Yukon","Chinook",1211,"Upper Yukon",1989,NA,549,NA
"Yukon","Chinook",1211,"Upper Yukon",1990,NA,1407,NA
"Yukon","Chinook",1211,"Upper Yukon",1991,NA,1271,NA
"Yukon","Chinook",1211,"Upper Yukon",1992,NA,758,NA
"Yukon","Chinook",1211,"Upper Yukon",1993,NA,965,NA
"Yukon","Chinook",1211,"Upper Yukon",1994,NA,2223,NA
"Yukon","Chinook",1211,"Upper Yukon",1995,NA,2345,NA
"Yukon","Chinook",1211,"Upper Yukon",1996,NA,3050,NA
"Yukon","Chinook",1211,"Upper Yukon",1997,NA,2168,NA
"Yukon","Chinook",1211,"Upper Yukon",1998,NA,798,NA
"Yukon","Chinook",1211,"Upper Yukon",1999,NA,1513,NA
"Yukon","Chinook",1211,"Upper Yukon",2000,NA,677,NA
"Yukon","Chinook",1211,"Upper Yukon",2001,NA,988,NA
"Yukon","Chinook",1211,"Upper Yukon",2002,NA,605,NA
"Yukon","Chinook",1211,"Upper Yukon",2003,NA,1443,NA
"Yukon","Chinook",1211,"Upper Yukon",2004,NA,1989,NA
"Yukon","Chinook",1211,"Upper Yukon",2005,NA,2632,NA
"Yukon","Chinook",1211,"Upper Yukon",2006,NA,1720,NA
"Yukon","Chinook",1206,"White",1973,NA,100,NA
"Yukon","Chinook",1206,"White",1983,NA,112,NA
"Yukon","Chinook",1206,"White",1984,NA,150,NA
"Yukon","Chinook",1206,"White",1985,NA,210,NA
"Yukon","Chinook",1206,"White",1986,NA,228,NA
"Yukon","Chinook",1206,"White",1987,NA,100,NA
"Yukon","Chinook",1206,"White",1988,NA,204,NA
"Yukon","Chinook",1206,"White",1989,NA,88,NA
"Yukon","Chinook",1206,"White",1990,NA,83,NA
"Yukon","Chinook",1206,"White",1992,NA,73,NA
"Yukon","Chinook",1206,"White",1994,NA,101,NA
"Yukon","Chinook",1206,"White",1995,NA,121,NA
"Yukon","Chinook",1206,"White",1996,NA,150,NA
"Yukon","Chinook",1206,"White",1997,NA,193,NA
"Yukon","Chinook",1206,"White",1998,NA,53,NA
"Yukon","Chinook",1206,"White",1999,NA,2,NA
"Yukon","Chinook",1206,"White",2000,NA,19,NA
"Yukon","Chinook",1206,"White",2001,NA,39,NA
"Yukon","Chum",1216,"Donjek Kluane",1961,NA,1254,NA
"Yukon","Chum",1216,"Donjek Kluane",1972,NA,198,NA
"Yukon","Chum",1216,"Donjek Kluane",1973,NA,2500,NA
"Yukon","Chum",1216,"Donjek Kluane",1974,NA,400,NA
"Yukon","Chum",1216,"Donjek Kluane",1975,NA,362,NA
"Yukon","Chum",1216,"Donjek Kluane",1976,NA,20,NA
"Yukon","Chum",1216,"Donjek Kluane",1977,NA,3558,NA
"Yukon","Chum",1216,"Donjek Kluane",1979,NA,4640,NA
"Yukon","Chum",1216,"Donjek Kluane",1980,NA,3177,NA
"Yukon","Chum",1216,"Donjek Kluane",1981,NA,25806,NA
"Yukon","Chum",1216,"Donjek Kluane",1982,NA,5378,NA
"Yukon","Chum",1216,"Donjek Kluane",1983,NA,8578,NA
"Yukon","Chum",1216,"Donjek Kluane",1984,NA,8500,NA
"Yukon","Chum",1216,"Donjek Kluane",1985,NA,8733,NA
"Yukon","Chum",1216,"Donjek Kluane",1986,NA,16700,NA
"Yukon","Chum",1216,"Donjek Kluane",1987,NA,12050,NA
"Yukon","Chum",1216,"Donjek Kluane",1988,NA,6950,NA
"Yukon","Chum",1216,"Donjek Kluane",1989,NA,3090,NA
"Yukon","Chum",1216,"Donjek Kluane",1990,NA,4684,NA
"Yukon","Chum",1216,"Donjek Kluane",1991,NA,11728,NA
"Yukon","Chum",1216,"Donjek Kluane",1992,NA,3343,NA
"Yukon","Chum",1216,"Donjek Kluane",1993,NA,4610,NA
"Yukon","Chum",1216,"Donjek Kluane",1994,NA,10754,NA
"Yukon","Chum",1216,"Donjek Kluane",1995,NA,16456,NA
"Yukon","Chum",1216,"Donjek Kluane",1996,NA,14431,NA
"Yukon","Chum",1216,"Donjek Kluane",1997,NA,3350,NA
"Yukon","Chum",1216,"Donjek Kluane",1998,NA,7337,NA
"Yukon","Chum",1216,"Donjek Kluane",1999,NA,4206,NA
"Yukon","Chum",1216,"Donjek Kluane",2002,NA,7147,NA
"Yukon","Chum",1216,"Donjek Kluane",2003,NA,39347,NA
"Yukon","Chum",1216,"Donjek Kluane",2004,NA,18972,NA
"Yukon","Chum",1216,"Donjek Kluane",2005,NA,34600,NA
"Yukon","Chum",1213,"Middle Yukon",1973,NA,383,NA
"Yukon","Chum",1213,"Middle Yukon",1975,NA,7671,NA
"Yukon","Chum",1213,"Middle Yukon",1982,NA,1020,NA
"Yukon","Chum",1213,"Middle Yukon",1983,NA,7560,NA
"Yukon","Chum",1213,"Middle Yukon",1984,NA,2800,NA
"Yukon","Chum",1213,"Middle Yukon",1985,NA,10760,NA
"Yukon","Chum",1213,"Middle Yukon",1986,NA,825,NA
"Yukon","Chum",1213,"Middle Yukon",1987,NA,6115,NA
"Yukon","Chum",1213,"Middle Yukon",1988,NA,1550,NA
"Yukon","Chum",1213,"Middle Yukon",1989,NA,5320,NA
"Yukon","Chum",1213,"Middle Yukon",1990,NA,3651,NA
"Yukon","Chum",1213,"Middle Yukon",1991,NA,2426,NA
"Yukon","Chum",1213,"Middle Yukon",1992,NA,4438,NA
"Yukon","Chum",1213,"Middle Yukon",1993,NA,2620,NA
"Yukon","Chum",1213,"Middle Yukon",1994,NA,1429,NA
"Yukon","Chum",1213,"Middle Yukon",1995,NA,4701,NA
"Yukon","Chum",1213,"Middle Yukon",1996,NA,4977,NA
"Yukon","Chum",1213,"Middle Yukon",1997,NA,2189,NA
"Yukon","Chum",1213,"Middle Yukon",1998,NA,7292,NA
"Yukon","Chum",1213,"Middle Yukon",2002,NA,973,NA
"Yukon","Chum",1213,"Middle Yukon",2003,NA,7897,NA
"Yukon","Chum",1213,"Middle Yukon",2004,NA,3440,NA
"Yukon","Chum",1213,"Middle Yukon",2005,NA,16425,NA
"Yukon","Chum",1214,"North Yukon",1964,NA,3000,NA
"Yukon","Chum",1214,"North Yukon",1972,NA,50,NA
"Yukon","Chum",1214,"North Yukon",1973,NA,40562,NA
"Yukon","Chum",1214,"North Yukon",1974,NA,18136,NA
"Yukon","Chum",1214,"North Yukon",1975,NA,6332,NA
"Yukon","Chum",1214,"North Yukon",1980,NA,22912,NA
"Yukon","Chum",1214,"North Yukon",1981,NA,47066,NA
"Yukon","Chum",1214,"North Yukon",1982,NA,31958,NA
"Yukon","Chum",1214,"North Yukon",1983,NA,90875,NA
"Yukon","Chum",1214,"North Yukon",1984,NA,56633,NA
"Yukon","Chum",1214,"North Yukon",1985,NA,62010,NA
"Yukon","Chum",1214,"North Yukon",1986,NA,87940,NA
"Yukon","Chum",1214,"North Yukon",1987,NA,80776,NA
"Yukon","Chum",1214,"North Yukon",1988,NA,36786,NA
"Yukon","Chum",1214,"North Yukon",1989,NA,35750,NA
"Yukon","Chum",1214,"North Yukon",1990,NA,51735,NA
"Yukon","Chum",1214,"North Yukon",1991,NA,78461,NA
"Yukon","Chum",1214,"North Yukon",1992,NA,49082,NA
"Yukon","Chum",1214,"North Yukon",1993,NA,29743,NA
"Yukon","Chum",1214,"North Yukon",1994,NA,98358,NA
"Yukon","Chum",1214,"North Yukon",1995,NA,158092,NA
"Yukon","Chum",1214,"North Yukon",1996,NA,122429,NA
"Yukon","Chum",1214,"North Yukon",1997,NA,85439,NA
"Yukon","Chum",1214,"North Yukon",1998,NA,46340,NA
"Yukon","Chum",1214,"North Yukon",1999,NA,65988,NA
"Yukon","Chum",1214,"North Yukon",2002,NA,104853,NA
"Yukon","Chum",1214,"North Yukon",2003,NA,153656,NA
"Yukon","Chum",1214,"North Yukon",2004,NA,163625,NA
"Yukon","Chum",1214,"North Yukon",2005,NA,451477,NA
"Yukon","Chum",1214,"North Yukon",2006,NA,217810,NA
"Yukon","Chum",1217,"Porcupine",1971,NA,312800,NA
"Yukon","Chum",1217,"Porcupine",1972,NA,35125,NA
"Yukon","Chum",1217,"Porcupine",1973,NA,15989,NA
"Yukon","Chum",1217,"Porcupine",1974,NA,32525,NA
"Yukon","Chum",1217,"Porcupine",1975,NA,353282,NA
"Yukon","Chum",1217,"Porcupine",1976,NA,36584,NA
"Yukon","Chum",1217,"Porcupine",1977,NA,88400,NA
"Yukon","Chum",1217,"Porcupine",1978,NA,40800,NA
"Yukon","Chum",1217,"Porcupine",1979,NA,119898,NA
"Yukon","Chum",1217,"Porcupine",1980,NA,55268,NA
"Yukon","Chum",1217,"Porcupine",1981,NA,57388,NA
"Yukon","Chum",1217,"Porcupine",1982,NA,15901,NA
"Yukon","Chum",1217,"Porcupine",1983,NA,27200,NA
"Yukon","Chum",1217,"Porcupine",1984,NA,15150,NA
"Yukon","Chum",1217,"Porcupine",1985,NA,56016,NA
"Yukon","Chum",1217,"Porcupine",1986,NA,31723,NA
"Yukon","Chum",1217,"Porcupine",1987,NA,48956,NA
"Yukon","Chum",1217,"Porcupine",1988,NA,23597,NA
"Yukon","Chum",1217,"Porcupine",1989,NA,43834,NA
"Yukon","Chum",1217,"Porcupine",1990,NA,35000,NA
"Yukon","Chum",1217,"Porcupine",1991,NA,37733,NA
"Yukon","Chum",1217,"Porcupine",1992,NA,22517,NA
"Yukon","Chum",1217,"Porcupine",1993,NA,28707,NA
"Yukon","Chum",1217,"Porcupine",1994,NA,65247,NA
"Yukon","Chum",1217,"Porcupine",1995,NA,51971,NA
"Yukon","Chum",1217,"Porcupine",1996,NA,77278,NA
"Yukon","Chum",1217,"Porcupine",1997,NA,26959,NA
"Yukon","Chum",1217,"Porcupine",1998,NA,13248,NA
"Yukon","Chum",1217,"Porcupine",1999,NA,12904,NA
"Yukon","Chum",1217,"Porcupine",2002,NA,13563,NA
"Yukon","Chum",1217,"Porcupine",2003,NA,29519,NA
"Yukon","Chum",1217,"Porcupine",2004,NA,19664,NA
"Yukon","Chum",1217,"Porcupine",2005,NA,121413,NA
"Yukon","Chum",1217,"Porcupine",2006,NA,30849,NA
"Yukon","Chum",1217,"Porcupine",2007,NA,33750,NA
"Yukon","Chum",1217,"Porcupine",2008,NA,20055,NA
"Yukon","Chum",1219,"Teslin",1972,NA,20,NA
"Yukon","Chum",1219,"Teslin",1984,NA,200,NA
"Yukon","Chum",1219,"Teslin",1985,NA,356,NA
"Yukon","Chum",1219,"Teslin",1986,NA,213,NA
"Yukon","Chum",1219,"Teslin",1988,NA,140,NA
"Yukon","Chum",1219,"Teslin",1989,NA,210,NA
"Yukon","Chum",1219,"Teslin",1990,NA,739,NA
"Yukon","Chum",1219,"Teslin",1991,NA,468,NA
"Yukon","Chum",1219,"Teslin",1992,NA,450,NA
"Yukon","Chum",1219,"Teslin",1993,NA,555,NA
"Yukon","Chum",1219,"Teslin",1994,NA,209,NA
"Yukon","Chum",1219,"Teslin",1995,NA,633,NA
"Yukon","Chum",1219,"Teslin",1996,NA,315,NA
"Yukon","Chum",1219,"Teslin",1997,NA,207,NA
"Yukon","Chum",1219,"Teslin",1998,NA,235,NA
"Yukon","Chum",1219,"Teslin",1999,NA,19,NA
"Yukon","Chum",1219,"Teslin",2002,NA,64,NA
"Yukon","Chum",1219,"Teslin",2003,NA,390,NA
"Yukon","Chum",1219,"Teslin",2004,NA,167,NA
"Yukon","Chum",1219,"Teslin",2005,NA,585,NA
"Yukon","Chum",1219,"Teslin",2006,NA,620,NA
"Yukon","Chum",1215,"White",1980,NA,300,NA
"Transboundary","Chinook",1004,"Alsek",1976,NA,1153,NA
"Transboundary","Chinook",1004,"Alsek",1977,NA,2894,NA
"Transboundary","Chinook",1004,"Alsek",1978,NA,2676,NA
"Transboundary","Chinook",1004,"Alsek",1979,NA,2454,NA
"Transboundary","Chinook",1004,"Alsek",1980,NA,2487,NA
"Transboundary","Chinook",1004,"Alsek",1981,NA,1963,NA
"Transboundary","Chinook",1004,"Alsek",1982,NA,1969,NA
"Transboundary","Chinook",1004,"Alsek",1983,NA,2237,NA
"Transboundary","Chinook",1004,"Alsek",1984,NA,2062,NA
"Transboundary","Chinook",1004,"Alsek",1985,NA,1699,NA
"Transboundary","Chinook",1004,"Alsek",1986,NA,3663,NA
"Transboundary","Chinook",1004,"Alsek",1987,NA,3595,NA
"Transboundary","Chinook",1004,"Alsek",1988,NA,2654,NA
"Transboundary","Chinook",1004,"Alsek",1989,NA,2481,NA
"Transboundary","Chinook",1004,"Alsek",1990,NA,2099,NA
"Transboundary","Chinook",1004,"Alsek",1991,NA,2518,NA
"Transboundary","Chinook",1004,"Alsek",1992,NA,1421,NA
"Transboundary","Chinook",1004,"Alsek",1993,NA,3947,NA
"Transboundary","Chinook",1004,"Alsek",1994,NA,4386,NA
"Transboundary","Chinook",1004,"Alsek",1995,NA,5997,NA
"Transboundary","Chinook",1004,"Alsek",1996,NA,3756,NA
"Transboundary","Chinook",1004,"Alsek",1997,NA,18378,NA
"Transboundary","Chinook",1004,"Alsek",1998,NA,6560,NA
"Transboundary","Chinook",1004,"Alsek",1999,NA,14753,NA
"Transboundary","Chinook",1004,"Alsek",2000,NA,8595,NA
"Transboundary","Chinook",1004,"Alsek",2001,NA,13614,NA
"Transboundary","Chinook",1004,"Alsek",2002,NA,11704,NA
"Transboundary","Chinook",1004,"Alsek",2003,NA,7084,NA
"Transboundary","Chinook",1004,"Alsek",2004,NA,10220,NA
"Transboundary","Chinook",1004,"Alsek",2005,NA,5694,NA
"Transboundary","Chinook",1004,"Alsek",2006,NA,666,NA
"Transboundary","Chinook",1004,"Alsek",2007,NA,716,NA
"Transboundary","Chinook",1004,"Alsek",2008,NA,531,NA
"Transboundary","Chinook",1004,"Alsek",2009,NA,1571,NA
"Transboundary","Chinook",1004,"Alsek",2010,NA,2356,NA
"Transboundary","Chinook",1004,"Alsek",2011,NA,1670,NA
"Transboundary","Chinook",1004,"Alsek",2012,NA,693,NA
"Transboundary","Chinook",1004,"Alsek",2013,NA,1261,NA
"Transboundary","Chinook",1004,"Alsek",2014,NA,841,NA
"Transboundary","Chinook",1004,"Alsek",2015,NA,1432,NA
"Transboundary","Chinook",1004,"Alsek",2016,NA,651,NA
"Transboundary","Chinook",1004,"Alsek",2017,NA,448,NA
"Transboundary","Chinook",1004,"Alsek",2018,NA,1087,NA
"Transboundary","Chinook",1004,"Alsek",2019,NA,1589,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1975,NA,275,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1979,NA,3284,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1980,NA,3219,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1981,NA,5744,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1982,NA,5087,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1983,NA,1130,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1984,NA,1420,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1985,NA,5067,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1986,NA,5046,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1987,NA,6850,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1988,NA,12596,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1989,NA,5276,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1990,NA,7214,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1991,NA,7457,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1992,NA,9011,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1993,NA,14515,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1994,NA,6692,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1995,NA,4055,NA
"Transboundary","Chinook",1010,"Stikine-Early Timing",1996,NA,5833,NA
