"region","species_name","species_qualified","cuid","cu_name_pse","sr_red_prob","sr_yellow_prob","sr_green_prob","percentile_red_prob","percentile_yellow_prob","percentile_green_prob","hist_red","hist_yellow","hist_green","sr_status","percentile_status","psf_status_code_all","psf_status_type","psf_status_code","psf_status"
"Yukon","Chinook","CK",1205,"Stewart",1.5714,98.4286,0,98.98,1.02,0,"#CC0000","#FFFFFF","#FFFFFF","fair","poor","2, 3","absolute","3","poor"
"Yukon","Chinook","CK",1206,"White",12.6667,87.3333,0,98.04,1.96,0,"#CC0000","#FFFFFF","#FFFFFF","fair","poor","2","sr","2","fair"
"Yukon","Chinook","CK",1207,"Northern Yukon",9.0476,90.9524,0,97.92,2.08,0,"#CC0000","#FFFFFF","#FFFFFF","fair","poor","2","sr","2","fair"
"Yukon","Chinook","CK",1209,"Porcupine",NA,NA,NA,74.3,25.08,0.62,"#FFFFFF","#FFFF00","#FFFFFF",NA,"fair","3, 7","absolute","3","poor"
"Yukon","Chinook","CK",1210,"Old Crow",NA,NA,NA,73.92,25.04,1.04,"#FFFFFF","#FFFF00","#FFFFFF",NA,"fair","3, 7","absolute","3","poor"
"Yukon","Chinook","CK",1211,"Upper Yukon",NA,NA,NA,0.1,99.1,0.8,"#FFFFFF","#FFFF00","#FFFFFF",NA,"fair","3, 7","absolute","3","poor"
"Yukon","Chinook","CK",1212,"Teslin",NA,NA,NA,100,0,0,"#CC0000","#FFFFFF","#FFFFFF",NA,"poor","3, 3","absolute","3","poor"
"Yukon","Chum","CM",1213,"Middle Yukon",NA,NA,NA,98.58,1.42,0,"#CC0000","#FFFFFF","#FFFFFF",NA,"poor","3","percentile","3","poor"
"Yukon","Chum","CM",1214,"North Yukon",NA,NA,NA,89.6,10.4,0,"#CC0000","#FFFFFF","#FFFFFF",NA,"poor","3, 3","absolute","3","poor"
"Yukon","Chum","CM",1215,"White",NA,NA,NA,96.46,3.54,0,"#CC0000","#FFFFFF","#FFFFFF",NA,"poor","3","percentile","3","poor"
"Yukon","Chum","CM",1216,"Donjek Kluane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7, 8, 9",NA,"9","data-deficient"
"Yukon","Chum","CM",1217,"Porcupine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7, 8, 9",NA,"9","data-deficient"
"Yukon","Chum","CM",1219,"Teslin",NA,NA,NA,6.78,93.22,0,"#FFFFFF","#FFFF00","#FFFFFF",NA,"fair","2, 3","absolute","3","poor"
"Yukon","Coho","CO",1220,"Porcupine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7, 8, 9",NA,"9","data-deficient"
"Haida Gwaii","Sockeye","SEL",828,"Marie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Yukon","Chinook","CK",1208,"Salmon Fork",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Yukon","Chum","CM",1218,"Stewart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Sockeye","SEL",1024,"Border",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Sockeye","SEL",1031,"Blanchard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Sockeye","SEL",1037,"Whiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Sockeye","SER",1022,"Chilkat (river-type)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Chinook","CK",1009,"Whiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Chinook","CK",1012,"Unuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Coho","CO",1014,"Lynn Canal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Coho","CO",1016,"Whiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Coho","CO",1018,"Unuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Chum","CM",1000,"Lynn Canal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Chum","CM",1002,"Whiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Chum","CM",1003,"Unuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
"Northern Transboundary","Chum","CM",1032,"Lower Stikine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8, 9",NA,"9","data-deficient"
