"scale","abundance_type","region","species","cuid","cu_name_pse","year","perc_anom"
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1979,40.1
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1980,6.6
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1981,6.2
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1982,-6.6
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1983,-20.2
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1984,-36.6
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1985,-31.1
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1986,4.1
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1987,14.4
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1988,5.6
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1989,-19.1
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1990,-36.6
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1991,-48.8
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1992,-57.4
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1993,-54.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1994,-52.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1995,-62.6
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1996,-72.6
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1997,-68.6
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1998,-62.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",1999,-50.9
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2000,-56.8
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2001,-34.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2002,0.3
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2003,38.9
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2004,28.7
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2005,19.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2006,9.7
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2007,5.4
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2008,-26.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2009,-8.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2010,-3.6
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2011,30.8
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2012,-0.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2013,-20.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2014,-24.1
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2015,-33.8
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2016,-31.1
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2017,-47.5
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2018,-50
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2019,-61.9
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2020,-67.9
"ConservationUnit","spawner","Central Coast","Coho",520,"Hecate Strait Mainland",2021,-66.3
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1954,NA
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1955,NA
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1956,106.1
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1957,83.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1958,159.7
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1959,-65.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1960,-65.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1961,-65.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1962,-65.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1963,-5.2
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1964,32.7
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1965,159.7
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1966,80
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1967,42.9
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1968,57.3
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1969,-8
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1970,-8
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1971,-33.7
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1972,63.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1973,106.1
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1974,159.7
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1975,14.9
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1976,-70.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1977,-82.8
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1978,-61.2
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1979,11.9
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1980,55.1
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1981,7.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1982,1.2
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1983,-21.7
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1984,-19.2
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1985,-19.2
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1986,-25.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1987,-39.7
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1988,-32.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1989,-32.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1990,-12.3
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1991,-34.7
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1992,6.1
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1993,9.3
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1994,33.8
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1995,-35.1
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1996,-54.8
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1997,-75.1
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1998,-73.2
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",1999,-78.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2000,-69.5
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2001,NA
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2002,14.2
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2003,14.2
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2004,14.2
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2005,126.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2006,71.3
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2007,24.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2008,-25.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2009,-8.3
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2010,13.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2011,62.3
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2012,21.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2013,26.6
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2014,46.7
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2015,66.8
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2016,96
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2017,87.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2018,49.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2019,15.3
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2020,13.4
"ConservationUnit","spawner","Central Coast","Coho",522,"Douglas Channel-Kitimat Arm",2021,74.6
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1954,NA
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1955,NA
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1956,31.5
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1957,24
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1958,-3.3
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1959,4.8
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1960,1.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1961,65
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1962,55.7
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1963,89.5
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1964,86.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1965,147.5
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1966,85.5
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1967,58.7
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1968,25.3
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1969,9.7
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1970,-3.7
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1971,-16
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1972,4.7
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1973,-6.6
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1974,-9.9
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1975,-26.8
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1976,-11.7
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1977,-19.5
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1978,-15.5
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1979,-14.8
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1980,-13.9
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1981,-17.6
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1982,-32.5
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1983,-33.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1984,-24.8
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1985,-21.9
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1986,-17.6
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1987,-25
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1988,-38
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1989,-45.7
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1990,-34.4
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1991,-18.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1992,-19.7
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1993,-38.1
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1994,-41.1
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1995,-45.8
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1996,-38.1
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1997,-49.3
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1998,-19.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",1999,-10.6
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2000,22.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2001,31.6
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2002,63.1
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2003,71.7
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2004,64.6
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2005,59.5
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2006,47
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2007,4.8
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2008,-21.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2009,4.5
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2010,14
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2011,40.8
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2012,13.1
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2013,22
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2014,24.3
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2015,22.3
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2016,28.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2017,27.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2018,3.2
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2019,-23.8
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2020,-39.1
"ConservationUnit","spawner","Central Coast","Coho",523,"Northern Coastal Streams",2021,-30.2
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1954,-13.3
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1955,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1956,39.9
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1957,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1958,-45.9
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1959,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1960,-31.9
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1961,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1962,64.7
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1963,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1964,18.2
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1965,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1966,69.1
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1967,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1968,84.7
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1969,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1970,10.5
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1971,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1972,5.2
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1973,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1974,9.8
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1975,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1976,94.7
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1977,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1978,45.7
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1979,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1980,-1.5
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1981,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1982,-11.8
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1983,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1984,42.6
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1985,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1986,86.4
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1987,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1988,30.4
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1989,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1990,89.4
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1991,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1992,-48.8
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1993,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1994,-33
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1995,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1996,83.2
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1997,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1998,-35.8
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",1999,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2000,54.7
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2001,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2002,89.6
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2003,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2004,19.3
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2005,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2006,-40.1
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2007,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2008,-48.4
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2009,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2010,-45.4
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2011,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2012,5.6
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2013,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2014,96.1
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2015,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2016,-63.1
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2017,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2018,-84.5
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2019,NA
"ConservationUnit","spawner","Central Coast","Pink",608,"Hecate Lowlands (even)",2020,-36.9
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1954,-75.9
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1955,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1956,-38.9
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1957,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1958,-67.8
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1959,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1960,8.8
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1961,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1962,258.2
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1963,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1964,6.3
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1965,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1966,8.9
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1967,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1968,68.1
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1969,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1970,-32
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1971,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1972,37.4
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1973,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1974,0.4
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1975,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1976,13.5
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1977,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1978,61.9
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1979,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1980,20.1
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1981,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1982,-63.9
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1983,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1984,-9
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1985,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1986,192
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1987,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1988,140.8
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1989,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1990,81.6
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1991,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1992,163
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1993,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1994,-58.1
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1995,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1996,72.8
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1997,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1998,-14.9
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",1999,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",2000,92.4
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",2001,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",2002,95.5
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",2003,NA
"ConservationUnit","spawner","Central Coast","Pink",609,"Hecate Strait-Fjords (even)",2004,-15
