"scale","abundance_type","region","species","cuid","cu_name_pse","year","perc_anom"
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2000,136.8
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2001,213.6
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2002,321
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2003,218.5
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2004,82
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2005,54.6
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2006,75.1
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2007,54.9
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2008,2
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2009,-46.3
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2010,-54.4
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2011,-34.9
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2012,-26
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2013,10.7
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2014,-37.4
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2015,-37.2
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2016,-28.9
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2017,-60.1
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2018,-64.6
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2019,-82.3
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2020,-87.4
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2021,-48.8
"ConservationUnit","spawner","Fraser","Sockeye",734,"Taseko-Early Summer",2022,54.2
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1977,NA
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1978,NA
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1979,NA
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1980,31.4
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1981,8.7
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1982,-7.6
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1983,-39.5
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1984,-16.5
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1985,27.7
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1986,49.9
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1987,71.6
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1988,80.4
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1989,43.1
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1990,80.9
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1991,47.7
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1992,-1.2
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1993,-18.3
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1994,-29.6
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1995,14.5
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1996,53.1
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1997,117.4
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1998,121.7
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",1999,55.1
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2000,75.6
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2001,84.3
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2002,114.6
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2003,104.1
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2004,4.3
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2005,-23.1
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2006,-50.1
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2007,-62.4
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2008,-61.5
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2009,-61.1
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2010,-40.6
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2011,-30.3
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2012,-65.7
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2013,-60.2
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2014,-56.5
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2015,-57.1
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2016,-46.5
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2017,-72.1
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2018,-74.5
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2019,-93.2
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2020,-91.5
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2021,-83.8
"ConservationUnit","spawner","Fraser","Sockeye",735,"Bowron-Early Summer",2022,-87.4
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1977,NA
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1978,NA
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1979,NA
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1980,14.9
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1981,28.3
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1982,32.5
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1983,17.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1984,42.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1985,8
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1986,32.3
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1987,72.7
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1988,80.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1989,93.3
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1990,137.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1991,164.3
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1992,115.8
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1993,137.9
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1994,103.3
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1995,72.4
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1996,152.9
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1997,88.1
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1998,60.1
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",1999,28.1
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2000,50.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2001,84.8
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2002,140.2
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2003,163.1
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2004,10.2
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2005,7
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2006,5.4
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2007,-7.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2008,-1.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2009,2.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2010,52.5
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2011,95
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2012,78.5
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2013,155.4
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2014,97
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2015,57.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2016,29
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2017,-13.1
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2018,-13
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2019,-42.6
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2020,-34.9
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2021,-20.3
"ConservationUnit","spawner","Fraser","Sockeye",738,"Shuswap-Early Summer (cyclic)",2022,-39.8
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1977,NA
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1978,NA
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1979,NA
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1980,64.7
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1981,43.3
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1982,61.5
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1983,48
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1984,67
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1985,26
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1986,18
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1987,53.4
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1988,59.4
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1989,49.2
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1990,67.2
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1991,100.8
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1992,154.9
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1993,153.3
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1994,97.4
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1995,50.9
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1996,49
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1997,-11
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1998,-10.7
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",1999,-15.5
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2000,-56.8
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2001,-13.6
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2002,22.1
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2003,25.3
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2004,72.6
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2005,122.1
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2006,88.9
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2007,19.5
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2008,-42.6
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2009,-40.9
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2010,-24.9
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2011,-3.7
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2012,-49.9
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2013,-36.4
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2014,-53.2
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2015,-77
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2016,-67.3
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2017,-80.6
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2018,-82.4
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2019,-84.9
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2020,-87
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2021,-85.8
"ConservationUnit","spawner","Fraser","Sockeye",739,"Shuswap-Late (cyclic)",2022,-88.3
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1977,NA
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1978,NA
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1979,NA
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1980,-59
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1981,-66.7
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1982,-65.2
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1983,-63
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1984,-49.5
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1985,-20.2
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1986,-26.1
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1987,-40.5
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1988,-39.5
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1989,-54.1
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1990,-65.2
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1991,-70.7
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1992,-76.4
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1993,-69.1
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1994,-61.6
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1995,-57.3
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1996,-34.4
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1997,-32
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1998,-3
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",1999,51.8
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2000,70.8
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2001,174
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2002,271.1
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2003,459.8
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2004,213.5
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2005,295.5
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2006,322.3
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2007,311.2
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2008,381.9
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2009,203.7
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2010,144
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2011,98.3
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2012,86.2
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2013,129.4
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2014,202.6
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2015,292.4
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2016,320.1
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2017,212.9
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2018,102.3
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2019,-20.2
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2020,-37.2
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2021,-48.5
"ConservationUnit","spawner","Fraser","Sockeye",740,"Kamloops-Early Summer",2022,-44.2
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1977,NA
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1978,NA
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1979,NA
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1980,75
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1981,88.3
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1982,41.8
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1983,58.9
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1984,44.5
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1985,57.1
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1986,98.1
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1987,124.5
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1988,277.8
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1989,215.8
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1990,-47.4
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1991,-58
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1992,-80.9
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1993,-89.3
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1994,-42
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1995,-66.8
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1996,-66.6
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1997,-76
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1998,-80.4
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",1999,-78.8
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2000,-84.2
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2001,-79.9
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2002,-64.4
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2003,-63.3
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2004,-58.1
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2005,-42.6
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2006,-59.3
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2007,-59.8
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2008,-53.8
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2009,-30.4
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2010,8.7
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2011,86.9
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2012,186
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2013,192.5
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2014,126.3
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2015,23.6
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2016,4.3
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2017,-44.3
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2018,-53.9
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2019,-50.9
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2020,-50.3
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2021,-51.7
"ConservationUnit","spawner","Fraser","Sockeye",742,"Widgeon (river-type)",2022,-48.4
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1977,NA
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1978,NA
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1979,NA
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1980,-28.4
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1981,-21.8
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1982,-35.5
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1983,-64.4
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1984,-74.8
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1985,-71.7
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1986,-73.3
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1987,-71.8
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1988,-70.4
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1989,-74.2
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1990,-77
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1991,-70.1
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1992,-79.9
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1993,-79.4
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1994,-75.3
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1995,-74.6
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1996,-32.8
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1997,-45.5
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1998,-54.8
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",1999,-61.8
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2000,-72.1
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2001,-49.5
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2002,-11.8
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2003,-11.7
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2004,-26.3
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2005,65.4
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2006,134.6
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2007,360.9
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2008,516.7
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2009,481.6
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2010,747.3
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2011,1241.3
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2012,2315.6
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2013,2194.2
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2014,1852.5
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2015,1102
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2016,1079.2
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2017,688.4
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2018,248.1
"ConservationUnit","spawner","Fraser","Sockeye",745,"Harrison River (river-type)",2019,48.4
