"region","species","cuid","cu_name_pse","abundance_type","year","perc_anom"
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2011,38.1
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2012,14.5
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2013,-4.3
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2014,-18.8
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2015,-18.9
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2016,-19.9
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2017,-30
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2018,-21.2
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2019,-22.7
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2020,-24.6
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2021,-20.7
"Nass","Chinook",401,"Portland Sound-Observatory Inlet-Lower Nass","spawner",2022,21.7
"Nass","Chinook",402,"Upper Nass","spawner",1986,NA
"Nass","Chinook",402,"Upper Nass","spawner",1987,NA
"Nass","Chinook",402,"Upper Nass","spawner",1988,NA
"Nass","Chinook",402,"Upper Nass","spawner",1989,NA
"Nass","Chinook",402,"Upper Nass","spawner",1990,52.6
"Nass","Chinook",402,"Upper Nass","spawner",1991,9.4
"Nass","Chinook",402,"Upper Nass","spawner",1992,6.1
"Nass","Chinook",402,"Upper Nass","spawner",1993,16.8
"Nass","Chinook",402,"Upper Nass","spawner",1994,10.4
"Nass","Chinook",402,"Upper Nass","spawner",1995,-11.8
"Nass","Chinook",402,"Upper Nass","spawner",1996,11
"Nass","Chinook",402,"Upper Nass","spawner",1997,13.4
"Nass","Chinook",402,"Upper Nass","spawner",1998,11.9
"Nass","Chinook",402,"Upper Nass","spawner",1999,-0.8
"Nass","Chinook",402,"Upper Nass","spawner",2000,17.1
"Nass","Chinook",402,"Upper Nass","spawner",2001,23.4
"Nass","Chinook",402,"Upper Nass","spawner",2002,15.4
"Nass","Chinook",402,"Upper Nass","spawner",2003,17.9
"Nass","Chinook",402,"Upper Nass","spawner",2004,24.5
"Nass","Chinook",402,"Upper Nass","spawner",2005,17.8
"Nass","Chinook",402,"Upper Nass","spawner",2006,13.6
"Nass","Chinook",402,"Upper Nass","spawner",2007,25.7
"Nass","Chinook",402,"Upper Nass","spawner",2008,19
"Nass","Chinook",402,"Upper Nass","spawner",2009,32.7
"Nass","Chinook",402,"Upper Nass","spawner",2010,40.7
"Nass","Chinook",402,"Upper Nass","spawner",2011,17.6
"Nass","Chinook",402,"Upper Nass","spawner",2012,-2.5
"Nass","Chinook",402,"Upper Nass","spawner",2013,-18.5
"Nass","Chinook",402,"Upper Nass","spawner",2014,-30.9
"Nass","Chinook",402,"Upper Nass","spawner",2015,-31
"Nass","Chinook",402,"Upper Nass","spawner",2016,-31.8
"Nass","Chinook",402,"Upper Nass","spawner",2017,-40.4
"Nass","Chinook",402,"Upper Nass","spawner",2018,-32.9
"Nass","Chinook",402,"Upper Nass","spawner",2019,-34.2
"Nass","Chinook",402,"Upper Nass","spawner",2020,-39.2
"Nass","Chinook",402,"Upper Nass","spawner",2021,-36.5
"Nass","Chinook",402,"Upper Nass","spawner",2022,-20.7
"Nass","Chum",404,"Portland Inlet","spawner",1954,NA
"Nass","Chum",404,"Portland Inlet","spawner",1955,NA
"Nass","Chum",404,"Portland Inlet","spawner",1956,NA
"Nass","Chum",404,"Portland Inlet","spawner",1957,-25.2
"Nass","Chum",404,"Portland Inlet","spawner",1958,-24.2
"Nass","Chum",404,"Portland Inlet","spawner",1959,4.1
"Nass","Chum",404,"Portland Inlet","spawner",1960,2.2
"Nass","Chum",404,"Portland Inlet","spawner",1961,-8.1
"Nass","Chum",404,"Portland Inlet","spawner",1962,18.3
"Nass","Chum",404,"Portland Inlet","spawner",1963,51.3
"Nass","Chum",404,"Portland Inlet","spawner",1964,121.1
"Nass","Chum",404,"Portland Inlet","spawner",1965,124
"Nass","Chum",404,"Portland Inlet","spawner",1966,92.1
"Nass","Chum",404,"Portland Inlet","spawner",1967,67.3
"Nass","Chum",404,"Portland Inlet","spawner",1968,46.4
"Nass","Chum",404,"Portland Inlet","spawner",1969,52.9
"Nass","Chum",404,"Portland Inlet","spawner",1970,54.6
"Nass","Chum",404,"Portland Inlet","spawner",1971,51.6
"Nass","Chum",404,"Portland Inlet","spawner",1972,65.7
"Nass","Chum",404,"Portland Inlet","spawner",1973,89.3
"Nass","Chum",404,"Portland Inlet","spawner",1974,108.9
"Nass","Chum",404,"Portland Inlet","spawner",1975,107
"Nass","Chum",404,"Portland Inlet","spawner",1976,60.2
"Nass","Chum",404,"Portland Inlet","spawner",1977,55.4
"Nass","Chum",404,"Portland Inlet","spawner",1978,41.9
"Nass","Chum",404,"Portland Inlet","spawner",1979,21.6
"Nass","Chum",404,"Portland Inlet","spawner",1980,19.1
"Nass","Chum",404,"Portland Inlet","spawner",1981,-22.9
"Nass","Chum",404,"Portland Inlet","spawner",1982,-41.6
"Nass","Chum",404,"Portland Inlet","spawner",1983,-36
"Nass","Chum",404,"Portland Inlet","spawner",1984,-28.6
"Nass","Chum",404,"Portland Inlet","spawner",1985,5.6
"Nass","Chum",404,"Portland Inlet","spawner",1986,-11.2
"Nass","Chum",404,"Portland Inlet","spawner",1987,-18.2
"Nass","Chum",404,"Portland Inlet","spawner",1988,-12.5
"Nass","Chum",404,"Portland Inlet","spawner",1989,-31.3
"Nass","Chum",404,"Portland Inlet","spawner",1990,-28
"Nass","Chum",404,"Portland Inlet","spawner",1991,-18.5
"Nass","Chum",404,"Portland Inlet","spawner",1992,-41.7
"Nass","Chum",404,"Portland Inlet","spawner",1993,-29.5
"Nass","Chum",404,"Portland Inlet","spawner",1994,-12.8
"Nass","Chum",404,"Portland Inlet","spawner",1995,-20.1
"Nass","Chum",404,"Portland Inlet","spawner",1996,-22.7
"Nass","Chum",404,"Portland Inlet","spawner",1997,-36.3
"Nass","Chum",404,"Portland Inlet","spawner",1998,-10.9
"Nass","Chum",404,"Portland Inlet","spawner",1999,-3.9
"Nass","Chum",404,"Portland Inlet","spawner",2000,10
"Nass","Chum",404,"Portland Inlet","spawner",2001,20.1
"Nass","Chum",404,"Portland Inlet","spawner",2002,-15.4
"Nass","Chum",404,"Portland Inlet","spawner",2003,-30.9
"Nass","Chum",404,"Portland Inlet","spawner",2004,-14.7
"Nass","Chum",404,"Portland Inlet","spawner",2005,-12.1
"Nass","Chum",404,"Portland Inlet","spawner",2006,-3.9
"Nass","Chum",404,"Portland Inlet","spawner",2007,17.6
"Nass","Chum",404,"Portland Inlet","spawner",2008,0.7
"Nass","Chum",404,"Portland Inlet","spawner",2009,-8.2
"Nass","Chum",404,"Portland Inlet","spawner",2010,-28.6
"Nass","Chum",404,"Portland Inlet","spawner",2011,-38.7
"Nass","Chum",404,"Portland Inlet","spawner",2012,-44.5
"Nass","Chum",404,"Portland Inlet","spawner",2013,-48.2
"Nass","Chum",404,"Portland Inlet","spawner",2014,-41.6
"Nass","Chum",404,"Portland Inlet","spawner",2015,-1.3
"Nass","Chum",404,"Portland Inlet","spawner",2016,-24.9
"Nass","Chum",404,"Portland Inlet","spawner",2017,-15.4
"Nass","Chum",404,"Portland Inlet","spawner",2018,-7.2
"Nass","Chum",404,"Portland Inlet","spawner",2019,-12.9
"Nass","Chum",405,"Lower Nass","spawner",1958,NA
"Nass","Chum",405,"Lower Nass","spawner",1959,NA
"Nass","Chum",405,"Lower Nass","spawner",1960,NA
"Nass","Chum",405,"Lower Nass","spawner",1961,473.8
"Nass","Chum",405,"Lower Nass","spawner",1962,590.6
"Nass","Chum",405,"Lower Nass","spawner",1963,392.9
"Nass","Chum",405,"Lower Nass","spawner",1964,700.6
"Nass","Chum",405,"Lower Nass","spawner",1965,415.3
"Nass","Chum",405,"Lower Nass","spawner",1966,506.3
"Nass","Chum",405,"Lower Nass","spawner",1967,743.7
"Nass","Chum",405,"Lower Nass","spawner",1968,203.1
"Nass","Chum",405,"Lower Nass","spawner",1969,217.7
"Nass","Chum",405,"Lower Nass","spawner",1970,47.5
"Nass","Chum",405,"Lower Nass","spawner",1971,-43
"Nass","Chum",405,"Lower Nass","spawner",1972,-1.3
"Nass","Chum",405,"Lower Nass","spawner",1973,-1.3
"Nass","Chum",405,"Lower Nass","spawner",1974,-86.8
"Nass","Chum",405,"Lower Nass","spawner",1975,-86.8
"Nass","Chum",405,"Lower Nass","spawner",1976,-70.6
"Nass","Chum",405,"Lower Nass","spawner",1977,-70.6
"Nass","Chum",405,"Lower Nass","spawner",1978,-34.2
"Nass","Chum",405,"Lower Nass","spawner",1979,-34.2
"Nass","Chum",405,"Lower Nass","spawner",1980,NA
"Nass","Chum",405,"Lower Nass","spawner",1981,-86.8
"Nass","Chum",405,"Lower Nass","spawner",1982,-79.2
"Nass","Chum",405,"Lower Nass","spawner",1983,-77.5
"Nass","Chum",405,"Lower Nass","spawner",1984,-77.5
"Nass","Chum",405,"Lower Nass","spawner",1985,-70.6
"Nass","Chum",405,"Lower Nass","spawner",1986,-73.7
"Nass","Chum",405,"Lower Nass","spawner",1987,-67.1
"Nass","Chum",405,"Lower Nass","spawner",1988,-34.2
"Nass","Chum",405,"Lower Nass","spawner",1989,-51.5
"Nass","Chum",405,"Lower Nass","spawner",1990,-58.4
"Nass","Chum",405,"Lower Nass","spawner",1991,-60.6
"Nass","Chum",405,"Lower Nass","spawner",1992,-73.7
"Nass","Chum",405,"Lower Nass","spawner",1993,-73.7
"Nass","Chum",405,"Lower Nass","spawner",1994,-73.7
"Nass","Chum",405,"Lower Nass","spawner",1995,NA
"Nass","Chum",405,"Lower Nass","spawner",1996,NA
"Nass","Chum",405,"Lower Nass","spawner",1997,NA
"Nass","Chum",405,"Lower Nass","spawner",1998,NA
"Nass","Chum",405,"Lower Nass","spawner",1999,NA
"Nass","Chum",405,"Lower Nass","spawner",2000,NA
"Nass","Chum",405,"Lower Nass","spawner",2001,NA
"Nass","Chum",405,"Lower Nass","spawner",2002,NA
"Nass","Chum",405,"Lower Nass","spawner",2003,NA
"Nass","Chum",405,"Lower Nass","spawner",2004,NA
"Nass","Chum",405,"Lower Nass","spawner",2005,-7.9
"Nass","Chum",405,"Lower Nass","spawner",2006,-7.9
"Nass","Chum",405,"Lower Nass","spawner",2007,-7.9
"Nass","Chum",405,"Lower Nass","spawner",2008,-7.9
"Nass","Chum",405,"Lower Nass","spawner",2009,-32.9
"Nass","Chum",405,"Lower Nass","spawner",2010,-22.5
"Nass","Chum",405,"Lower Nass","spawner",2011,-14.1
"Nass","Chum",405,"Lower Nass","spawner",2012,-28.1
"Nass","Chum",405,"Lower Nass","spawner",2013,-43.1
"Nass","Chum",405,"Lower Nass","spawner",2014,-55.7
"Nass","Chum",405,"Lower Nass","spawner",2015,-54.3
"Nass","Chum",405,"Lower Nass","spawner",2016,-42.3
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1954,NA
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1955,NA
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1956,NA
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1957,-30.9
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1958,-1.9
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1959,119.5
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1960,144.3
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1961,176.6
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1962,57.9
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1963,13.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1964,10.6
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1965,-22.9
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1966,-5.4
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1967,-32.1
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1968,-43.5
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1969,-53.6
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1970,-54
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1971,-51.5
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1972,-42.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1973,-14.1
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1974,51
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1975,70.7
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1976,88.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1977,90.7
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1978,54.1
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1979,79.4
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1980,67.7
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1981,24.1
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1982,-6.7
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1983,-8.2
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1984,-7.2
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1985,16.4
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1986,42.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1987,32.7
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1988,12.1
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1989,12.9
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1990,12
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1991,4.3
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1992,3.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1993,30
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1994,50.5
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1995,75.2
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1996,71.1
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1997,18.3
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1998,42.1
"Nass","Chum",406,"Portland Canal-Observatory","spawner",1999,30.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2000,20.6
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2001,29.9
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2002,-27.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2003,-16.1
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2004,7.1
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2005,6.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2006,45.9
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2007,-6.2
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2008,-53.2
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2009,-57.6
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2010,-73
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2011,-76.6
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2012,-64.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2013,-67.6
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2014,-59.6
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2015,-35.6
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2016,-33.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2017,-25.7
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2018,-7.8
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2019,-18.7
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2020,26.4
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2021,90.7
"Nass","Chum",406,"Portland Canal-Observatory","spawner",2022,127.4
"Nass","Coho",408,"Lower Nass","spawner",1992,NA
"Nass","Coho",408,"Lower Nass","spawner",1993,NA
"Nass","Coho",408,"Lower Nass","spawner",1994,-22.6
"Nass","Coho",408,"Lower Nass","spawner",1995,-35.1
"Nass","Coho",408,"Lower Nass","spawner",1996,-34.9
"Nass","Coho",408,"Lower Nass","spawner",1997,-62.6
"Nass","Coho",408,"Lower Nass","spawner",1998,-61.7
"Nass","Coho",408,"Lower Nass","spawner",1999,-58
"Nass","Coho",408,"Lower Nass","spawner",2000,-57.6
"Nass","Coho",408,"Lower Nass","spawner",2001,-24.1
"Nass","Coho",408,"Lower Nass","spawner",2002,21.7
"Nass","Coho",408,"Lower Nass","spawner",2003,148
"Nass","Coho",408,"Lower Nass","spawner",2004,72.2
"Nass","Coho",408,"Lower Nass","spawner",2005,34.2
"Nass","Coho",408,"Lower Nass","spawner",2006,2.4
"Nass","Coho",408,"Lower Nass","spawner",2007,35.1
"Nass","Coho",408,"Lower Nass","spawner",2008,13
"Nass","Coho",408,"Lower Nass","spawner",2009,72.9
"Nass","Coho",408,"Lower Nass","spawner",2010,52.1
"Nass","Coho",408,"Lower Nass","spawner",2011,0.3
"Nass","Coho",408,"Lower Nass","spawner",2012,-30.7
"Nass","Coho",408,"Lower Nass","spawner",2013,16.3
"Nass","Coho",408,"Lower Nass","spawner",2014,196.2
"Nass","Coho",408,"Lower Nass","spawner",2015,82
"Nass","Coho",408,"Lower Nass","spawner",2016,-4.9
"Nass","Coho",408,"Lower Nass","spawner",2017,-11.7
"Nass","Coho",408,"Lower Nass","spawner",2018,-1.3
"Nass","Coho",408,"Lower Nass","spawner",2019,-0.2
"Nass","Coho",408,"Lower Nass","spawner",2020,-39.5
"Nass","Coho",408,"Lower Nass","spawner",2021,-9.3
"Nass","Coho",408,"Lower Nass","spawner",2022,49.2
"Nass","Coho",409,"Upper Nass","spawner",1992,NA
"Nass","Coho",409,"Upper Nass","spawner",1993,NA
"Nass","Coho",409,"Upper Nass","spawner",1994,-17.6
"Nass","Coho",409,"Upper Nass","spawner",1995,-41.9
"Nass","Coho",409,"Upper Nass","spawner",1996,-23.3
"Nass","Coho",409,"Upper Nass","spawner",1997,-66
"Nass","Coho",409,"Upper Nass","spawner",1998,-59.5
"Nass","Coho",409,"Upper Nass","spawner",1999,-55.8
"Nass","Coho",409,"Upper Nass","spawner",2000,-20.8
"Nass","Coho",409,"Upper Nass","spawner",2001,1.7
"Nass","Coho",409,"Upper Nass","spawner",2002,43.9
"Nass","Coho",409,"Upper Nass","spawner",2003,41.4
"Nass","Coho",409,"Upper Nass","spawner",2004,17.7
"Nass","Coho",409,"Upper Nass","spawner",2005,-4.1
"Nass","Coho",409,"Upper Nass","spawner",2006,-14.4
"Nass","Coho",409,"Upper Nass","spawner",2007,-12.5
"Nass","Coho",409,"Upper Nass","spawner",2008,-13.6
"Nass","Coho",409,"Upper Nass","spawner",2009,36.4
"Nass","Coho",409,"Upper Nass","spawner",2010,63.1
"Nass","Coho",409,"Upper Nass","spawner",2011,55.5
"Nass","Coho",409,"Upper Nass","spawner",2012,7.4
"Nass","Coho",409,"Upper Nass","spawner",2013,20.2
"Nass","Coho",409,"Upper Nass","spawner",2014,41
"Nass","Coho",409,"Upper Nass","spawner",2015,23.3
"Nass","Coho",409,"Upper Nass","spawner",2016,28.8
"Nass","Coho",409,"Upper Nass","spawner",2017,25.7
"Nass","Coho",409,"Upper Nass","spawner",2018,40.2
"Nass","Coho",409,"Upper Nass","spawner",2019,24.1
"Nass","Coho",409,"Upper Nass","spawner",2020,-2.4
"Nass","Coho",409,"Upper Nass","spawner",2021,18.3
"Nass","Coho",409,"Upper Nass","spawner",2022,32.3
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",1992,NA
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",1993,NA
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",1994,-11.2
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",1995,-28.9
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",1996,-11.4
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",1997,-42.2
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",1998,-33.9
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",1999,-28.4
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2000,4.6
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2001,37.9
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2002,77.4
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2003,65.2
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2004,42.3
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2005,22.8
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2006,35.3
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2007,49.5
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2008,1.1
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2009,12.6
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2010,0.5
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2011,16.9
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2012,-0.9
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2013,33.1
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2014,43.6
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2015,-3
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2016,-30.6
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2017,-50
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2018,-54.5
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2019,-53.9
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2020,-34
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2021,31.7
"Nass","Coho",410,"Portland Sound-Observatory Inlet-Portland Canal","spawner",2022,64.8
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1955,-85.6
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1956,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1957,-89.5
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1958,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1959,-33.2
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1960,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1961,-6.7
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1962,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1963,-24.2
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1964,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1965,-3.4
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1966,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1967,-79.3
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1968,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1969,-82
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1970,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1971,-44
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1972,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1973,-70.7
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1974,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1975,-39.9
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1976,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1977,-25.6
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1978,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1979,-80.6
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1980,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1981,-23.3
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1982,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1983,120.3
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1984,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1985,89.4
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1986,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1987,30.3
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1988,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1989,140
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1990,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1991,49.5
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1992,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1993,36.8
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1994,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1995,50.1
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1996,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1997,-3.9
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1998,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",1999,96.9
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2000,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2001,245.2
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2002,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2003,267.1
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2004,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2005,318.1
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2006,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2007,160.8
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2008,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2009,175.8
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2010,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2011,-52.2
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2012,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2013,232.5
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2014,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2015,77.5
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2016,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2017,245.1
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2018,NA
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2019,-40.3
"Nass","Pink",414,"Nass-Portland-Observatory (odd)","spawner",2020,NA
